citta,nome,amenity,cuisine,indirizzo,telefono,sito,email_osm,email_sito
bologna,Roadhouse,restaurant,steak_house,"Via Caselle 103,  Bologna",,,,
bologna,La Palazza,restaurant,,Bologna,,,,
bologna,Osteria Numero Sette,restaurant,regional,"Via Andrea Costa 7,  Pianoro",,,,
bologna,Nuova Valentina,restaurant,italian,"Via Galliera 195,  Funo",+39 051 860505,,,
bologna,Eataly Bologna,restaurant,,"Via degli Orefici 19, 40124 Bologna",,,,
bologna,Osteria del Podestà,restaurant,,"Via degli Orefici 21, 40124 Bologna",,,,
bologna,La Gazzetta,restaurant,,"Via Zamboni 26, 40126 Bologna",+39 051 269611,,,
bologna,Trattoria da Maro,restaurant,sicilian,"Via Broccaindosso 71b, 40125 Bologna",,http://trattoriamaro.it/,,
bologna,Ristorante Pizzeria Il Moro,restaurant,regional;pizza,"Via de' Falegnami 5d, 40121 Bologna",+39 051 267105,,,
bologna,America Graffiti Diner Restaurant,restaurant,burger,"Via Paolo Borsellino 16, 40056 Valsamoggia",,,,
bologna,Il Veliero,restaurant,italian;pizza,Bologna,+39 051 255888,https://www.ilvelieropizzeriaristorante.com/,,
bologna,BEST Restaurant Kitchen,restaurant,sushi;poke;burrito,"Via San Donato 21g, 40127 Bologna",,,,
bologna,Bounty pub,restaurant,,"Via delle Moline 6a, 40126 Bologna",,https://www.bountyristopub.com/,,
bologna,To Steki,restaurant,greek,"Largo Respighi 4e, 40126 Bologna",+39 051 268012,,,
bologna,Nicola's Pizzeria,restaurant,pizza,"Piazza San Martino 9, 40126 Bologna",,,,
bologna,Cambusa,restaurant,fish,"Via Mascarella 8a, 40126 Bologna",,,,
bologna,Ristorante Masini,restaurant,,Bologna,,,,
bologna,Old Wild West,restaurant,american,"Via Stalingrado 29, 40128 Bologna",,,,
bologna,E' Cucina Leopardi,restaurant,italian,"Via Giacomo Leopardi 4, 40122 Bologna",,,,
bologna,Roadhouse,restaurant,steak_house,"Via Ugo La Malfa 16, 40026 Imola",,,,
bologna,Hostaria Sante Vincenzi,restaurant,italian,"Via Sante Vincenzi 7, 40138 Bologna",+39 3465128649,,,
bologna,Al tavolaccio,restaurant,,"Via Andrea Costa 114f, 40134 Bologna",+39 051 614 5237,,,
bologna,Zii Margherita,restaurant,pizza,"Via Guglielmo Oberdan 24/2, 40126 Bologna",,,,
bologna,Trattoria Oberdan,restaurant,regional,"Via Guglielmo Oberdan 43, 40126 Bologna",+39 051 0310056,https://www.trattoriaoberdandamario.it,,
bologna,Antico Borgo,restaurant,pizza;regional,"Via Rimesse 8, 40138 Bologna",,,,
bologna,Papeo to go - Takeaway,restaurant,pizza,"Via Vittorio Veneto , 40131 Bologna",,,,
bologna,America Graffiti Borgo Panigale,restaurant,,"Via Antonio Cavalieri Ducati , 40132 Bologna",+39 051 641 5715,,,
bologna,Bottega della Sfoglina,restaurant,regional,"Via Gorizia 5, 40131 Bologna",+39 338 442 3570,,,
bologna,L'ingordo,restaurant,regional,"Via Pasubio 17/a, 40131 Bologna",+39 051 6141814,https://www.facebook.com/lingordo,,
bologna,Fortuna,restaurant,chinese,"Via Andrea Costa , 40134 Bologna",,,,
bologna,Donna Raché,restaurant,italian;pizza,"Via Ettore Naldi 19f,  Ozzano dell'Emilia",,,,
bologna,Agriturismo Zuffa,restaurant,regional,"Via Sellustra 9, 40026 Imola",,,,
bologna,Trattoria Fantoni,restaurant,regional,"Via del Pratello 11a, 40122 Bologna",+39 051 236358,,,
bologna,Pane Vino e San Daniele,restaurant,local;regional,"Via Altabella 3a, 40126 Bologna",+39 051 296 0540,,,
bologna,Cesarina,restaurant,italian,"Via Santo Stefano 19/b, 40125 Bologna",+39 051 232037,https://www.ristorantecesarina.it/,info@ristorantecesarina.it,
bologna,Lambertini,restaurant,,Bologna,,,,
bologna,Porta Saragozza,restaurant,,Bologna,,,,
bologna,Osteria Colle Ameno,restaurant,burger,"Via Borgo di Colle Ameno 3/1, 40037 Sasso Marconi",+39 051 6781203,https://osteriacolleameno.net/,,
bologna,Il Palazzo Gourmet Resturant,restaurant,italian,"Via Ca' Masino 91, 40024 Castel San Pietro Terme",+39 051 0929366,https://www.palazzodivarignana.com/,,
bologna,Volando,restaurant,,"Via Zamboni 5, 40126 Bologna",,,,
bologna,Fratelli Ballarini,restaurant,italian,"Via Marco Emilio Lepido 224, 40132 Lavino di Mezzo",+39 051 401357,https://www.ristoranteballarini.com/,,
bologna,Ca' Pelletti,restaurant,,"Via Altabella 15c, 40126 Bologna",,https://www.capellettilocandaitalia.it/index.html,,
bologna,Ristorante Ciacco,restaurant,,"Via San Simone 1c,  Bologna",+39 051 265441,,,
bologna,La Corte di Caterina,restaurant,,"Piazzale della Rocca 4-6, 40060 Dozza",,,,
bologna,Locanda dei Bastardi,restaurant,regional,"Via Emilia Levante 139c, 40139 Bologna",+393668778202,,,
bologna,Piadineria Casatorre,restaurant,regional,Bologna,,,,
bologna,Agriturismo Serra dei Gatti,restaurant,regional,"Via Castelnuovo 17, 40038 Vergato",+39 340 5680942; +39 349 2962084,http://www.agriturismoserradeigatti.it/,info@agriturismoserradeigatti.it,
bologna,POP Pizza Contemporanea,restaurant,,"Via Enzo Pirotti 2,  Bologna",,,,
bologna,Agriturismo Antico Noce,restaurant,regional,"Via Savena abbandonato 5, 40057 Granarolo dell'Emilia",,,,
bologna,Pizzeria Reno,restaurant,pizza,Bologna,,,,
bologna,Ristorante Pizzeria la Toscanella,restaurant,,Bologna,,,,
bologna,Old Wild West,restaurant,american,"Piazza degli Etruschi , 40033 Bologna",,,,
bologna,Indian Curry House,restaurant,indian,"Via San Vitale 124b, 40125 Bologna",,,,
bologna,Pane e Panelle,restaurant,regional; italian,"Via San Vitale 71, 40125 Bologna",,,,
bologna,La Rustica,restaurant,,"Via San Vitale 64a, 40125 Bologna",+39 051 028 5993,,,
bologna,Sartoria Gastronomica,restaurant,,"Piazza Aldrovandi 21b, 40125 Bologna",+39 051 6569781,https://www.sartoriagastronomica.it/,,
bologna,In Bacco Al Luppolo,restaurant,,"Via San Vitale 31b, 40125 Bologna",,,,
bologna,La Taverna di Roberto,restaurant,,"Via San Vitale 9b, 40125 Bologna",,,,
bologna,Mò Mortadella Lab,restaurant,sandwich,"Via San Vitale 4d, 40125 Bologna",,,,
bologna,Pho Vietnamita,restaurant,vietnamese,"Via Giuseppe Petroni 17a, 40126 Bologna",,,,
bologna,Scalinatella,restaurant,,"Via Caduti di Cefalonia 5e, 40125 Bologna",,,,
bologna,Piera,restaurant,pizza,"Via San Donato 177, 40127 Bologna",,,,
bologna,I Matti Anni 30,restaurant,,"Via Michelino 55, 40127 Bologna",,,,
bologna,Ristorante Cinese Il Mandarino,restaurant,chinese,"Via Tommaso Salvini 8, 40127 Bologna",,,,
bologna,Tenerife,restaurant,,"Via Tommaso Salvini 12b, 40127 Bologna",,,,
bologna,La Perla,restaurant,pizza,"Piazza Adam Mickiewicz 1, 40127 Bologna",,,,
bologna,Noir,restaurant,,"Piazza dei Tribunali 6, 40124 Bologna",,,,
bologna,Caffe Santangelo,restaurant,,"Via Giuseppe Garibaldi 7, 40124 Bologna",,,,
bologna,Uniko,restaurant,italian,"Via Antonio Zanolini 39/6, 40126 Bologna",,,,
bologna,Royal Garden's,restaurant,,Bologna,,,,
bologna,Vela Azzurra,restaurant,,"Via Pietro Albertoni 23c, 40138 Bologna",,,,
bologna,Yumeya,restaurant,asian,"Via Pio La Torre 4, 40013 Castel Maggiore",+39 051 6591953,,,
bologna,Baracca e Burattini,restaurant,,"Via Irnerio 39a, 40126 Bologna",+39 051 0140445,http://www.baraccaburattini.it/,info@baraccaburattini.it,
bologna,Saikou Ramen,restaurant,ramen;sushi,"Via Irnerio 21a, 40126 Bologna",,,,
bologna,Il Trionfo dei Taglieri,restaurant,,"Via Irnerio 10a, 40126 Bologna",,,,
bologna,Irnerio 10,restaurant,regional;italian,"Via Irnerio 10d, 40126 Bologna",+39 331 808 9715,,irnerio10@grupposalutepiu.it,
bologna,Le Arcate,restaurant,,"Via del Borgo di San Pietro 59b, 40126 Bologna",,,,
bologna,Les Rois du Monde,restaurant,french,"Via del Pratello 29a, 40122 Bologna",,,,
bologna,Alle Due Porte di Semeraro Adriano,restaurant,,"Via del Pratello 62, 40122 Bologna",,,,
bologna,Osteria Il Cantinone,restaurant,,"Via del Pratello 56, 40122 Bologna",,,,
bologna,Monastero,restaurant,,"Via del Pratello 66, 40122 Bologna",,,,
bologna,Pasta Fresca Naldi,restaurant,pasta,"Via del Pratello 69, 40122 Bologna",+39 051 523288,https://www.pastafrescanaldi.it/,,
bologna,Osteria Del Montesino,restaurant,,"Via del Pratello 74b, 40122 Bologna",,,,
bologna,La Piazzetta,restaurant,,"Via del Pratello 107, 40122 Bologna",,,,
bologna,Quanto Basta,restaurant,,"Via del Pratello 103, 40122 Bologna",,,,
bologna,Omnia Ristorante,restaurant,,"Via del Pratello 18, 40122 Bologna",,,,
bologna,Redipane,restaurant,,"Via San Gervasio 1, 40121 Bologna",,,,
bologna,La Braseria,restaurant,,"Via Alfredo Testoni 2, 40123 Bologna",,,,
bologna,Pescheria San Gervasio,restaurant,seafood,"Via Belvedere 13, 40121 Bologna",,,,
bologna,Il Circolino Trattoria Emiliana,restaurant,,"Via Belvedere 3, 40121 Bologna",,,,
bologna,Bass'8,restaurant,,"Via Ugo Bassi 8, 40121 Bologna",,,,
bologna,Fleur Du Vin,restaurant,,"Via degli Orefici 7, 40124 Bologna",,,,
bologna,Pappagallo,restaurant,,"Via Santo Stefano 3c, 40125 Bologna",+39 051 232 807,http://www.alpappagallo.it,,
bologna,Bolpetta,restaurant,,"Via Santo Stefano 6, 40125 Bologna",,,,
bologna,Fra Diavolo,restaurant,pizza,"Via Santo Stefano 1a, 40125 Bologna",,,,
bologna,Cremeria Sette Iglesia,restaurant,,"Via Santo Stefano 14, 40125 Bologna",,,,
bologna,Caffè della Corte,restaurant,,"Corte Isolani 5, 40125 Bologna",,,,
bologna,Hosteria Buona Vita,restaurant,,Bologna,,,,
bologna,Osteria Da Fortunata,restaurant,,"Via Altabella 19c, 40126 Bologna",,,,
bologna,Bon Ramen,restaurant,ramen,Bologna,,,,
bologna,Miyako Kaiten Sushi,restaurant,japanese;sushi,"Via Marsala 3, 40126 Bologna",+39 051 230253,https://www.miyakobologna.it,,
bologna,La Margherita,restaurant,pizza;fish,"Via Andrea Ercolani 10d, 40026 Imola",+39 0542 1894707,https://ristorantepizzerialamargherita.business.site/,,
bologna,Dai Kiri,restaurant,italian,"Viale Abramo Lincoln 78a, 40139 Bologna",+39 051 540977,,,
bologna,Izumi,restaurant,asian,"Via Guglielmo Marconi 29/2, 40033 Casalecchio di Reno",+39 051 576276,https://www.ristoranteizumi.com/,,
bologna,Mensa CAMST,restaurant,,Bologna,,,,
bologna,La Corte dei Molini,restaurant,regional,Bologna,,https://www.lacortedeimolini.it/,,
bologna,Gardenia,restaurant,sicilian,"Via Giuseppe Mazzini 1a, 40137 Bologna",,,,
bologna,Le Malghe,restaurant,,Bologna,,,,
bologna,Casette del Doccione,restaurant,,Bologna,,,,
bologna,Pizza Bar La Pantera Rosa,restaurant,pizza,"Via Guelfa 74a,  Bologna",+39 051 6011069,,,
bologna,Osteria Due Marie,restaurant,,Bologna,,,,
bologna,Pizzeria Ristorante Il Borgo,restaurant,,"Via Giuseppe Garibaldi 5,  Borgo Tossignano",,,,
bologna,Trattoria Fita,restaurant,steak_house,"Via Roma 3, 40021 Borgo Tossignano",+39 0542 91183,https://www.fitaborgo.com/,,
bologna,Scampo,restaurant,seafood; fish,Bologna,,,,
bologna,Osteria La Civichella,restaurant,,"Via Viara 5029a,  Castel San Pietro Terme",,,,
bologna,Agriturismo Il Montone,restaurant,,"Via Siepi Campiuno 4, 40021 Borgo Tossignano",,,,
bologna,Da Nello,restaurant,,"Via Monte Grappa 2, 40121 Bologna",,https://www.ristorantedanello.com/,,
bologna,La Cina 宽窄巷子,restaurant,chinese,"Via de' Monari 6, 40121 Bologna",,https://ristorante-lacina.it,,
bologna,Osteria delle Donzelle,restaurant,regional,"Via delle Donzelle 4/3, 40126 Bologna",+39 051 264525,,osteriadelledonzelle@gmail.com,
bologna,Tavolamica,restaurant,mediterranean,Bologna,,,,
bologna,Cuoco di latta,restaurant,italian,"Via Luca Marenzio 1, 40141 Bologna",+39 051 485 7811,,,
bologna,La Rocca Guelfa,restaurant,,"Via Mura 21/a,  Castel Guelfo di Bologna",,,,
bologna,Zenzero Ristorante Bistrot,restaurant,regional,"Via Fratelli Rosselli 18, 40121 Bologna",+39 051 5877026,https://www.zenzerobistrot.it/,,
bologna,Taverna del Borgo,restaurant,regional,"Via della Rocca 150, 40050 Castello di Serravalle",+39 051 6704817,https://www.tavernadelborgo.it/,,
bologna,Ristorante Caffetteria Krisstal 19,restaurant,,"Piazza Liber Paradisus 1,  Bologna",+39 051 353692,https://krisstal.net/,info@krisstal.net,
bologna,Dispensa Emilia,restaurant,regional,"Viale Tito Carnacini 49, 40127 Bologna",+39 0516334417,https://www.dispensaemilia.it/,,
bologna,La Casa di Cristian,restaurant,,"Via Sconcola 2, 40020 Casalfiumanese",,lacasadicristian.com,,
bologna,Old Wild West,restaurant,american,Bologna,,,,
bologna,Osteria del Mirasole,restaurant,regional,"Via Giacomo Matteotti 17, 40017 San Giovanni in Persiceto",+39 051 821273,https://www.osteriadelmirasole.it/,,
bologna,Trattoria Bar da Bortolotti,restaurant,regional,Bologna,,,,
bologna,Bistrot Enoteca Contemporanea,restaurant,,"Piazza dei Martiri 2, 40016 San Giorgio di Piano",,,,
bologna,Pizzeria Caruso,restaurant,pizza,"Via del Parco 13d,  Bologna",+39051531341,https://www.ristorantepizzeriacaruso.it/,,
bologna,Pizzeria Papeo,restaurant,pizza,"Via Franco Basaglia 3a,  Bologna",,,,
bologna,Agriturismo L'Ululato,restaurant,regional,"Via Guasteto 3911, 40022 Castel del Rio",,http://www.agriturismolululato.it/,,
bologna,Nuova Cina,restaurant,chinese,"Via Toscana , 40141 Bologna",,,,
bologna,Osteria Vini d'Italia,restaurant,regional,"Viale Ilic Uljanov Lenin ,  Bologna",,,,
bologna,Osteria Satyricon,restaurant,italian,"Via delle Armi 3, 40141 Bologna",,,,
bologna,Acqua Pazza,restaurant,italian;regional;fish,"Via Augusto Murri 168c, 40141 Bologna",,,,
bologna,Trattoria Giuliana,restaurant,regional,Bologna,,,,
bologna,La Cantina dei Sapori,restaurant,regional,"Via San Martino 26/2, 40050 Monte San Pietro",+39 051 6766263,https://www.lacantinadeisapori.it/,info@lacantinadeisapori.it,
bologna,Ristorante pizzeria Generazione Wilma,restaurant,,Bologna,,,,
bologna,Tavernaki,restaurant,greek,"Via delle Belle Arti 16c, 40126 Bologna",,,,
bologna,Belle Arti,restaurant,pizza,"Via delle Belle Arti 14e, 40126 Bologna",,https://www.trattoriapizzeriabellearti.it,,
bologna,Anna Maria,restaurant,,"Via delle Belle Arti 15b, 40126 Bologna",,,,
bologna,Casa Altabella,restaurant,,"Via Altabella 12a, 40126 Bologna",,,,
bologna,Cocoa,restaurant,italian,"Via Altabella 14a, 40126 Bologna",,,,
bologna,Trattoria del Rosso,restaurant,,"Via Augusto Righi 30, 40126 Bologna",,,,
bologna,La Montanara,restaurant,regional,"Via Augusto Righi 15a, 40126 Bologna",+39 051 221583,http://www.trattorialamontanara.com/,,
bologna,Trattoria La Finestrella,restaurant,pasta,40126 Bologna,,https://www.ristorantelafinestrella.com/,,
bologna,Ristorante Donatello,restaurant,,"Via Augusto Righi 8, 40126 Bologna",,,,
bologna,Victoria,restaurant,,"Via Augusto Righi 9, 40126 Bologna",,,,
bologna,The man and the sea,restaurant,chinese,"Via Augusto Righi 3b, 40126 Bologna",,,,
bologna,Trattoria Tony,restaurant,italian,"Via Augusto Righi 1b, 40126 Bologna",,,,
bologna,Zazie,restaurant,,"Via Malcontenti 13, 40121 Bologna",,,,
bologna,Tang,restaurant,chinese,Bologna,,,,
bologna,Agriturismo Ca' de' Magnani,restaurant,,"Via Ca' dei Bravi , 40035 Bologna",,,,
bologna,Il Golosone,restaurant,,Bologna,,,,
bologna,Il Ciuffo Country Holiday,restaurant,regional,"Via di Tagliacane  2, 40056 Pianoro",,http://www.agriturismoilciuffo.it/en/,,
bologna,Ranzani13,restaurant,pizza;burger;craft_beer,"Via Camillo Ranzani 5/12d, 40127 Bologna",+39 051 8493743,https://www.pizzeriaranzani13.it/,,
bologna,La Rosa,restaurant,chinese,Bologna,+39 051 227466,,,
bologna,Fuori Orsa,restaurant,craft_beer,"Via delle Moline 10, 40126 Bologna",+393513227575,https://www.vecchiaorsa.it/,,
bologna,Trattoria Belfiore,restaurant,,"Via Marsala 11, 40126 Bologna",+39 051 226641,,,
bologna,Paradiso D'Oriente,restaurant,chinese,"Via degli Usberti 6, 40121 Bologna",,,,
bologna,Caminetto D'Oro,restaurant,regional,"Via de' Falegnami 4, 40121 Bologna",,,,
bologna,Mangiassieme,restaurant,regional,"Via de' Falegnami 5, 40121 Bologna",,,,
bologna,Primadellapioggia,restaurant,,"Via de' Falegnami 14, 40121 Bologna",,,,
bologna,Re Enzo,restaurant,regional,"Via Riva di Reno 79, 40121 Bologna",,,,
bologna,Trattoria Bolognese,restaurant,,"Via dei Mille 5, 40121 Bologna",,,,
bologna,Dim Sum House,restaurant,,Bologna,,,,
bologna,Pizzeria Sole Mio,restaurant,italian,"Via Castiglione 50,  Bologna",+39 051 220511,,,
bologna,Tramvia,restaurant,italian;regional,"Via Guglielmo Marconi 31, 40033 Casalecchio di Reno",+39 051 575044,,,
bologna,Il Rivellino,restaurant,,"Via Calanco 7,  Dozza",,,,
bologna,Drink Caffè,restaurant,italian;pizza,"Via Genova 8f, 40139 Bologna",+39 051 464460,,,
bologna,T-Bone Station,restaurant,burger;steak_house;italian;salad,Bologna,+39 051 575769,,,
bologna,Trattoria Rivabella al Parco Verde,restaurant,local;regional;italian;mediterranean,"Via boschi 19, 40037 Calderino",+39 051 758150,https://www.trattoriarivabella.it/,rivabellaparcoverde@gmail.com,
bologna,Rossa,restaurant,,"Viale Giuseppe Fanin ,  Bologna",,,,
bologna,A.Ris.Bar,restaurant,coffee_shop,"Viale Giuseppe Fanin 53, 40127 Bologna",+39 051 6330902,https://www.arisbar.it/locali/meraville/,info@arisbar.it,
bologna,Trattoria Da Romano,restaurant,regional,"Viale Pietro Pietramellara 15, 40121 Bologna",+39 051 255504,https://www.trattoriaromano.it/,,
bologna,Ristoro del Meridione,restaurant,,Bologna,,,,
bologna,Drago D'oro,restaurant,asian,Bologna,,,,
bologna,Focacceria Mediterranea,restaurant,,Bologna,+39 051 093 4933,https://www.focacceriamediterranea.it/,,
bologna,Osteria del Cirmolo,restaurant,,Bologna,,,,
bologna,Taj Mahal,restaurant,indian,"Via San Felice 92d, 40122 Bologna",+39 051 6494360,https://www.tajmahal.it/,,
bologna,A Casa Mia,restaurant,,Bologna,,https://www.acasamiacafe.it/,,
bologna,Pescheria Aldrovandi,restaurant,fish,Bologna,,,,
bologna,Osteria Broccaindosso,restaurant,,Bologna,,,,
bologna,Osteria La Fatica,restaurant,,Bologna,,,,
bologna,Adesso Pasta Car Ristorante,restaurant,,Bologna,,,,
bologna,C'era una Volta...,restaurant,,Bologna,,,,
bologna,Il Graffio,restaurant,italian;pizza,"Via Ferdinando Magellano 18, 40017 San Giovanni in Persiceto",+39 051 826739,https://www.pizzeriailgraffio.com/,info@pizzeriailgraffio.com,
bologna,Doppio Malto,restaurant,burger;italian;steak_house,"Via Stalingrado 42, 40128 Bologna",+39 051 089 0155,https://www.doppiomalto.com/it/ristoranti/bologna/,bologna@doppiomalto.com,
bologna,Osteria dei Cavalieri,restaurant,,Bologna,,,,
bologna,Fratelli Iaiunese,restaurant,pizza,"Via Andrea Costa 210d, 40134 Bologna",+39 051 5941979,https://fratelliaiunese.it/,,
bologna,Nikkozen,restaurant,japanese,"Via Andrea Costa 208b, 40134 Bologna",+39 051 430622,http://www.ristorantenikkozen.it,,
bologna,Il ciclope,restaurant,pizza,"Via Andrea Costa 190a, 40134 Bologna",+39 051 614 2293,,,
bologna,Pizzeria Il Meloncello,restaurant,pizza,"Via Porrettana 57d, 40135 Bologna",+39 051 097 3320,,,
bologna,Pizza 90,restaurant,pizza,"Via Porrettana 84, 40135 Bologna",+39 051 614 5334,,,
bologna,Zui Xiang Ju Kao Ba,restaurant,chinese,"Via di Corticella 47b, 40128 Bologna",,,,
bologna,Pizzeria La Gabbia di Matti,restaurant,,Bologna,,,,
bologna,Pizzeria Pino,restaurant,,Bologna,,,,
bologna,Il Ragno d' Oro,restaurant,regional,"Via Cartiera 83/85, 40037 Sasso Marconi",+39 338 2685223,,,
bologna,Il Cantuccio,restaurant,,"Via Volturno 4,  Bologna",,,,
bologna,Cuppi's,restaurant,burger;chicken,Bologna,+39 375 7088940,https://www.cuppis.it/,info@cuppis.com,
bologna,Rosticceria cinese Xin-Xin,restaurant,chinese,"Circonvallazione Dante Alighieri 34, 40017 San Giovanni in Persiceto",+39 051 824336;+39 388 6388068,,,
bologna,Pizzeria stuzzicheria da asporto,restaurant,,"Circonvallazione Dante Alighieri , 40017 San Giovanni in Persiceto",+39 051 824180,,,
bologna,Trattoria Il Pellegrino,restaurant,italian,"Via Augusto Murri 8d, 40137 Bologna",+39 051 300626,https://www.trattoriailpellegrino.it/,,
bologna,Il Mulino,restaurant,italian;pizza,"Via Idice 317, 40050 Monterenzio",+39 051 920641,https://www.ilmulinodal1936.it/,,
bologna,Ristorante Pizzeria da Luigi,restaurant,italian,"Viale Giosuè Carducci , 40053 Bazzano",,,,
bologna,Osteria Porta Castello,restaurant,,"Piazza Giuseppe Garibaldi 8-9, 40053 Bazzano",+39051831670,,,
bologna,Trattoria Battibecco,restaurant,,Bologna,,,,
bologna,RiSoldo,restaurant,pizza,"Via San Lorenzo 12, 40050 Monte San Pietro",+39 3484090562,http://www.risoldo.com/,,
bologna,Trattoria Gilberto,restaurant,regional,"Via San Lorenzo 26, 40050 Monte San Pietro",+39 051 6766715,https://www.trattoriagilberto.it/,,
bologna,Miyama,restaurant,chinese;japanese;asian,"Via Porrettana 470, 40033 Bologna",+39 051 9340483,https://www.ristorantemiyama.it/,,
bologna,Genki Sushi,restaurant,,Bologna,+39 051 6335096,https://www.genkisushibologna.it/,genkisushi88@gmail.com,
bologna,Ristorante Malacappa,restaurant,,"via Malacappa 4,  Bologna",+39051860407,,,
bologna,La Casona,restaurant,deli;friture,"Via Bologna 114, 40017 Bologna",+39 051 6871713,http://www.lacasonagroup.it,,
bologna,La Rotonda Sul Pane,restaurant,coffee_shop;italian_pizza,"Via Bologna 124, 40017 Bologna",+39 051 6879121,,,
bologna,Osteria al 15,restaurant,,Bologna,,,,
bologna,Trattoria da Giampi e Ciccio,restaurant,pizza;italian,"Via Luigi Carlo Farini 31,  Bologna",,,,
bologna,All'Osteria Bottega,restaurant,,"Via Santa Caterina 51,  Bologna",,,,
bologna,Ein Prosit,restaurant,german,"Via Cairoli 2/c, 40121 Bologna",+39 051 24 31 38,https://www.einprosit.eu/,,
bologna,Windy,restaurant,italian_pizza;regional;italian,Bologna,+39 379 101 0500,,,
bologna,Cantina dell'Antico Angelo,restaurant,burger;regional,"Via Antico Angelo 5,  Monghidoro",,,,
bologna,"Ristorante Pizzeria ""Minelli""",restaurant,italian;italian_pizza,"Via Ponte Nuovo 31, 40066 Bologna",,https://www.ristorantepizzeriaminelli.it/it/,,
bologna,Ristorante Via vai,restaurant,,"Via Monte del Re 20a, 40060 Dozza",+39 346 534 0484,,,
bologna,Wandy 2,restaurant,pizza,"Via Lidice 2b, 40043 Bologna",+39 051932621,,,
bologna,La Piadineria,restaurant,,"Piazza degli Etruschi , 40033 Bologna",,,,
bologna,Pizza Pazza,restaurant,italian,"Via Goffredo Zaccherini 23, 40026 Bologna",,,,
bologna,Pizzeria da Jonny,restaurant,italian;pizza,"Via Ottorino Respighi 19, 40026 Bologna",,,,
bologna,L'Arcimboldo,restaurant,italian;italian_pizza,"Via Galliera 34e,  Bologna",,,,
bologna,Pizzeria la Verace,restaurant,italian,"Via Cairoli 16, 40121 Bologna",+39 051 5882700,,,
bologna,Ciao,restaurant,,"Via Marilyn Monroe , 40033 Bologna",,,,
bologna,Dispensa Emilia,restaurant,,"Via Marilyn Monroe 2/42, 40033 Bologna",+39 0516166017,https://www.dispensaemilia.it/,,
bologna,Fraiese,restaurant,,Bologna,,,,
bologna,I matti della polenta,restaurant,,"Via Sant'Isaia ,  Bologna",+39 051 0391646,,,
bologna,Fuji,restaurant,japanese,"Via Paolo Bovi Campeggi 7b,  Bologna",+39 051 485 7799,,,
bologna,Pizzikotto,restaurant,,"Via Pio La Torre , 40013 Bologna",,,,
bologna,Hamerica's,restaurant,,"Via Pio La Torre 9e, 40013 Bologna",,,,
bologna,Berbere',restaurant,pizza,"Via Pio La Torre 4b, 40013 Bologna",+39 051 705715,https://www.berberepizza.it,,
bologna,Self Service,restaurant,,Bologna,,,,
bologna,Garden Club,restaurant,,Bologna,,,,
bologna,Pizzeria etica Masaniello,restaurant,,Bologna,,,,
bologna,Pizzeria Vesuvio,restaurant,,"Via Lughese Sud 28,  Mordano",,,,
bologna,Pizzeria,restaurant,,Bologna,,,,
bologna,Giardinetto,restaurant,,Bologna,,,,
bologna,Osteria da Bertino,restaurant,regional,"Via delle Lame 55,  Bologna",+39051522230;+393319877463,http://www.ristorantedabertino.it/,,
bologna,Sushiko,restaurant,sushi,Bologna,,,,
bologna,Sano e Delizioso,restaurant,,Bologna,,,,
bologna,Gustavo Italiano,restaurant,,Bologna,,,,
bologna,Vecchia Malga,restaurant,italian,"Via del Triumvirato 84, 40132 Bologna",,,,
bologna,Vecchia Bologna,restaurant,italian,"Via del Triumvirato , 40132 Bologna",,,,
bologna,Vecchia Malga,restaurant,italian_pizza,"Via del Triumvirato , 40132 Bologna",,,,
bologna,Terantiga,restaurant,italian,"Via Domenico De' Jani 9, 40024 Castel San Pietro Terme",,https://www.terantiga.com/varignana/,,
bologna,Yuzuya,restaurant,japanese,"Via Nicolò dall'Arca 1i, 40129 Bologna",+39 051 041 5021,https://www.yuzuya.it/,yuzu@yuzuya.it,
bologna,Autotreno,restaurant,,"via della Secchia 3,  Bologna",+39 051 558007,,,
bologna,La Bottega di Franco,restaurant,fish;italian;local,"Via Agucchi 112, 40131 Bologna",+39 051 311243,https://www.labottegadifranco.it/,,
bologna,Ristorante La Primula,restaurant,pizza,"Via Emilia 262,  Ozzano dell'Emilia",,,,
bologna,+39,restaurant,pizza,Bologna,,,,
bologna,La Gardenia,restaurant,,"SS64 via Porrettana Nord 52, 40043 Bologna",+39 051931693,https://trattorialagardenia.it/,,
bologna,L'ora d'aria,restaurant,italian,"Via Giovanni Battista Morgagni 9a, 40122 Bologna",+39 051 039 1872,http://loradaria.bo.it/,,
bologna,Famiglia Chiari,restaurant,italian,"Via del Triumvirato 84, 40132 Bologna",,,,
bologna,Osteria Bartolini,restaurant,fish,"Piazza Malpighi 16,  Bologna",,http://www.osteriabartolinibologna.com,,
bologna,Berberè,restaurant,pizza,"Via Giuseppe Petroni 9c, 40126 Bologna",+39 051 2759196,https://www.berberepizza.it/berbere-bologna/,,
bologna,Il Capriccio,restaurant,italian,"Via Della Repubblica 5d, 40068 San Lazzaro Di Savena",,,,
bologna,Mythos,restaurant,greek,Bologna,,,,
bologna,Michelemmà,restaurant,pizza;italian;seafood,"Via Riva di Reno 60,  Bologna",+39 051 521154,https://www.ristorantemichelemma.it,,
bologna,Osteria Tato & Vino,restaurant,regional,"Via Sebastiano Caboto 2a, 40132 Bologna",,,,
