citta,nome,email,indirizzo,telefono,sito,amenity,cuisine
milano,Glass - Kitchen & Cocktail,glasslegnano@gmail.com,"Via Cesare Correnti 75, 20025 Legnano",+39 329 2057001,http://www.glasslegnano.it,bar,
milano,gogol&company,libreria@gogolandcompany.com,Milano,+39 02 45470449,https://www.gogolandcompany.com,cafe,
milano,Golosissimo Me,info@golosissimome.it,"Via Cesare da Sesto 106, 20099 Sesto San Giovanni",,https://www.golosissimome.it/,cafe,
milano,Grani & Braci,info@graniebraci.it,"Via Carlo Farini , 20154 Milano",+39 02 36637422,http://www.graniebraci.it/it/ristorante-pizzeria-steak-house-milano,restaurant,italian;pizza;steak_house
milano,Green Bar,67greenbar@gmail.com,"Viale Martesana 67, 20055 Vimodrone",+390236638762,https://www.facebook.com/greenbar67/,cafe,
milano,Grill in centro,grillinncentro@ab-food.it,"Piazza Giacomo Matteotti 6/7, 20030 Senago",+390299500660,https://www.grillinncentro.it/,restaurant,italian;salad;steak_house;burger;pizza;dessert
milano,Grill Inn Garbagnate,grillinngarbagnate@ab-food.it,"Via Peloritana 35, 20024 Garbagnate Milanese",+39029955811,https://www.grillinn.it/,restaurant,grill;pizza
milano,Grill Inn Store,grillinnstore@ab-food.it,"Via Europa 41, 20010 Pogliano Milanese",+39 02 93549638,https://www.grillinnstore.it,restaurant,italian;italian_pizza
milano,Gusto italiano,info@gustoitalianocanegrate.it,"Via Magenta 94, 20039 Canegrate",+39 0331 405152,http://www.gustoitalianocanegrate.it,restaurant,pizza;italian
milano,Gustolab,info@gustolab.net,"Via per Canegrate 8, 20025 Legnano",+39 0331 403796,http://gustolab.net/,bar,
milano,Harris Bar,info@harrisbarmilano.it,"Via Andrea Solari 50, 20144 Milano",+390242290276,https://www.harrisbarmilano.it/,bar,
milano,Hug Milano,mail@hugmilano.com,"Via Giulio e Corrado Venini 83, 20125 Milano",+39 389 8485296,https://hugmilano.com/,cafe,
milano,Hygge,info@hyggecorner.com,"Via Giuseppe Sapeto 3, 20123 Milano",+39393511028043,https://www.hyggecorner.com/,cafe,
milano,I due leccesi,info@idueleccesi.it,"Via Bonvesin de la Riva 3, 20129 Milano",+39 02 70120871,http://www.idueleccesi.it/,restaurant,pizza;italian
milano,Il Bar del Centro Parco,info@ilbardelcentroparco.it,"Via San Rocco , 20090 Segrate",,https://ilbardelcentroparco.it/,bar,
milano,Il bar Milano,info@ilbarmilano.it,Milano,+39 02 8852454,http://www.ilbarmilano.it/,bar,
milano,Il Caffè della Terra di P.ta Romana,ilcaffedellaterradiportaromana@gmail.com,"Corso di Porta Romana 80, 20122 Milano",+39 02 83480866,https://caffeterra.com,cafe,
milano,Il Forno di Via Commenda,pasqualediliddo58@hotmail.com,Milano,,http://www.ilfornodiviacommenda.com,cafe,
milano,Il Magentino,magentino@magentinomilano.it,"Corso Magenta 14, 20123 Milano",+39 02 84945372,http://www.magentinomilano.it/,cafe,
milano,Il Moro 2,info@ilmoro2.com,"Via Andrea Salaino 12, 20144 Milano",+390248007652,http://www.ilmoro2.com/,restaurant,pizza;italian;egyptian
milano,Il nuovo GranCaffè,ilgrancaffe@hotmail.it,"Viale Luigi Einaudi 21, 20044 Arese",+39029383793,https://www.facebook.com/ilnuovograncaffe/,cafe,
milano,Il Palio,info@ristoranteilpalio.it,"Via Barbara Melzi 96, 20025 Legnano",+39 0331 547340,https://ristoranteilpalio.it/,restaurant,italian;italian_pizza
milano,Il Peperone,info@ilpeperone.com,"Via Novara 383, 20153 Milano",0299612212250; 3383882135,http://ilpeperone.com/,restaurant,italian;pizza
milano,Il Piccolo Padre,adel.saad@hotmail.it,"Via Principe Eugenio 2, 20154 Milano",+39023494906,https://ilpiccolopadremilano.com/,restaurant,pizza;italian
milano,Il Tavolino,info@altavolino.it,"Via Gustavo Fara 23, 20124 Milano",+39 02 6703520,http://www.altavolino.it/,restaurant,pizza;regional
milano,Jacarè,info@jacarebar.it,"Via Sempione 36, 20028 San Vittore Olona",+39 0331 518954,http://www.jacarebar.it,bar,
milano,Jazz Cafè,info@jazzcafe.it,"Corso Sempione 8, 20154 Milano",+39 02 33604039,https://www.jazzcafe.it/,bar,
milano,L'altra Botte,info@ristorantealtrabotte.com,"Via Mauro Venegoni 84, 20025 Legnano",+39 0331 592217,http://www.ristorantealtrabotte.com/,restaurant,pizza;seafood;meat
milano,L'altra taverna,info.lataverna@gmail.com,"Via Francesco Anzani 3,  Milano",+39 02 91270232,https://laltrataverna.com,restaurant,pizza
milano,L'Angolo,info@ristorantelangolo.it,"Via dei Mille 28, 20056 Trezzo sull'Adda",+39 02 8494 2206,https://www.ristorantelangolo.it/,restaurant,italian;pizza
milano,L'arte della pizza,dichianonicola6@gmail.com,"Piazza Chiesa 16, 20017 Rho",,https://larte-della-pizza-rho.metro.bar/,fast_food,pizza
milano,La battagliera,labattagliera1@gmail.com,"Via Palmanova , 20132 Milano",+39 339 8831604,http://www.labattagliera.it/,cafe,
milano,La Conca social bar,info@laconca.eu,"Via Galeazzo Alessi 1, 20123 Milano",,https://www.laconca.eu/,cafe,
milano,La Corte di Montenapoleone,info@ilsalumaiodimontenapoleone.it,"Via Santo Spirito 10, 20121 Milano",+39 02 76001123;+39 02 784650,https://www.ilsalumaiodimontenapoleone.it/caf%C3%A9-bistrot-gallery,cafe,
milano,La farcita,info@lafarcita.com,"Viale Abruzzi 25, 20131 Milano",+39 02 36746810,https://lafarcita.com,restaurant,pizza
milano,La pidaseparsot,info@lapidaseparsot.it,Milano,+39 342 3880889,www.lapidaseparsot.it,cafe,
milano,La Rocchetta Caffe Bistrot​,info@larocchettacaffe.it,"Via Giosuè Carducci 2, 20123 Milano",+390278623287,https://www.larocchettacaffe.it/,cafe,
milano,La Siciliana dal 1956,info@lasicilianadal1956.it,"Via Teodosio 85,  Milano",+39 02 3966 4047,https://www.lasicilianadal1956.it/,cafe,
milano,La Tradizionale,info@latradizionale.com,"Via Bergognone Da Fossano 16, 20144 Milano",+390242292026,https://www.latradizionale.com/,restaurant,pizza;italian
milano,Labriola,cooperativa.labriola@gmail.com,Milano,+39 02 3538519,http://cooperativalabriola.wix.com/briola-new#!chi-siamo,bar,
milano,LeccoMilano,info@leccomilano.it,"Via Lecco 5,  Milano",+39 02 91639877,https://www.leccomilano.it,bar,
milano,Les amis,info@lesamisbistrot.it,"Via Andrea Solari 30, 20144 Milano",+390209958492;+393492609661,https://www.lesamisinsolari.it/,cafe,
milano,Lucia,info@pizzerialuciadal1987.it,"Via Giacomo Matteotti 9, 20067 Paullo",+39 02 9064224,https://pizzerialuciadal1987.it/,restaurant,pizza
milano,Marco's,info@marco-s.it,"Via San Vittore 6, 20123 Milano",,https://marco-s.it/,bar,
milano,Maria Bonita churrascaria,info@mariabonitachurrascaria.it,"Piazza Roma 9, 20016 Pero",,https://mariabonitachurrascaria.it/,restaurant,brazilian;burger;pizza
milano,Marilyn's,info@marilyns.it,"Via Alessandro Manzoni 15, 20039 Canegrate",+39 0331 402115,http://www.marilyns.it,bar,
milano,Mealthie,mealthiesrl@gmail.com,"Via Gian Battista Vico 38, 20123 Milano",,https://www.mealthie.it/,cafe,
milano,Memà,info@memamilano.it,"Largo Fra Paolo Bellintani 2, 20124 Milano",+39 02 92869193,https://www.memamilano.it,cafe,sicilian
milano,Milano Cafè,milano@milanocafe.it,"Via Giulio Cesare Procaccini 37, 20154 Milano",+39 02 33 14 667,https://www.milanocafe.it,bar,
milano,Millelire,rocco_79_rs@libero.it,"Via Milano 58, 20025 Legnano",+39 0331 599770,https://pizzeria-millelire.eatbu.com/,restaurant,pizza
milano,Milly dolci e salati,ciao@millydolciesalati.it,"Via dei Gelsi 7, 20015 Parabiago",,https://millydolciesalati.it,,pastry;snack;sandwich;pasta;pizza
milano,Mogamo,info@mogamo.it,"Viale Andrea Doria 12, 20124 Milano",+39 02 36528389,http://www.mogamo.it/,cafe,
milano,Momenteeria,info@momenteeria.it,"Via Giosuè Carducci 38, 20123 Milano",+39 02 365321185,https://www.momenteeria.it/,cafe,teahouse;tea;cookies;italian
milano,Morello,morello.dolcesalato@libero.it,"Corso Magenta 36, 20025 Legnano",+39 0331 547342,https://www.morellolegnano.it/morello-corso-magenta-legnano/,cafe,
milano,Morgante cocktail & soul,info@morgantecocktail.com,"Vicolo Lavandai 2a, 20144 Milano",+390235940879,https://www.morgantecocktail.com/,bar,
milano,Morna,mornamilano@gmail.com,"Via Tortona 30/A, 20144 Milano",+393455895057,https://www.facebook.com/people/Morna/100032074466214/,bar,
milano,Mosso,posta@mosso.org,"Via Angelo Mosso 3, 20127 Milano",,https://www.facebook.com/mossomilano,restaurant,pizza;aperitivo
milano,New Friday,newfriday@live.it,"Viale Monza 142, 20127 Milano",+39 02 2551623,https://www.newfriday.it,restaurant,pizza;italian
milano,Nicol,info@nicol.it,"Corso Italia 14, 20122 Milano",+39 02 804949,http://www.nicol.it/,bar,
milano,Nuova Cosmo S.r.l.,info@nuovacosmo.it,"Via Giuseppe Di Vittorio 2l,  Milano",+39 02 95314298,https://www.nuovacosmo.it/,cafe,
milano,O' Peperino e Milano,info@peperinomilano.it,"Viale Francesco Crispi , 20121 Milano",+39 02 63793078,http://www.peperinomilano.it,restaurant,pizza;italian;regional
milano,Obicà Mozzarella Bar - Cusani,cusani@obica.com,"Via Cusani 1, 20121 Milano",,https://www.obica.com/restaurants/milan-cusani,restaurant,italian;italian_pizza
milano,Odissea Sesto,info@odisseasesto.it,"Via Cesare da Sesto 90,  Milano",+39 02 2626 2151,https://www.odisseasesto.it/,restaurant,pizza
milano,Organic,info@organicpizzaandfood.com,"Via Morigi 8, 20123 Milano",+39 02 36632794,https://organicpizzaandfood.com/,restaurant,pizza
milano,oTTo,posta@sarpiotto.com,"Via Paolo Sarpi 10, 20154 Milano",+39 02 83417249,http://www.sarpiotto.com/,cafe,
milano,Pandaneus,mail@pandenus.it,"Largo La Foppa 5, 20121 Milano",+39 02 65560824,https://www.pandenus.it/it/store/pandenus-largo-la-foppa-5/,cafe,
milano,Panta Rei,mari@pantareiclub.com,"Via Cusago 201,  Milano",+39 02 39413241,https://www.pantareiclub.com/milano/,restaurant,pizza;seafood
milano,Pasticceria Bastianello,info@bastianello.com,"Via Borgogna 5, 20122 Milano",+39 02 76317065,https://www.bastianello.com/,cafe,
milano,Pasticceria Torti,zenith@pasticceriatorti.eu,"Via Cesare da Sesto 72, 20099 Sesto San Giovanni",+39 02 22470683,http://www.pasticceriatorti.eu/,cafe,
milano,Pavé,hello@pavemilano.com,"Via Felice Casati 27, 20124 Milano",+39 02 94392259,https://www.pavemilano.com/,cafe,
milano,Petazzi 7,barpetazzi7@gmail.com,"Piazza Luigi Petazzi 7,  Milano",+39 392 487 4167,https://petazzi-7.eatbu.com/,bar,
milano,Pils Pub,info@pilspub.com,"Via Agostino Bertani 2, 20154 Milano",+39 02 34592858,https://www.pilspub.com/,bar,
milano,Pizza e Mozzarella,info@pizzaemozzarella.it,"Via Vincenzo Monti 15, 20123 Milano",+390236706079,https://www.pizzaemozzarella.it/pages/sede-milano-cadorna,restaurant,friture;italian;regional;pizza;dessert
milano,PizzAut,prenotazioni@pizzaut.it,"Via Don Ambrogio Verderio 1, 20051 Cassina de' Pecchi",+39 02 5030 9156,https://www.pizzaut.it/,restaurant,pizza
milano,Pizzeria Al Vesuvio,info@ristorantealvesuvio.com,"Via Giovanni Boccaccio 237, 20099 Sesto San Giovanni",+39 02 2483460,https://ristorantealvesuvio.com,restaurant,fish;pizza
milano,Pizzeria Anacapri,pizzeria@anacapri.mi.it,"Via Ginestra 2, 20095 Cusano Milanino",+39 02 6194650,http://www.anacapri.mi.it/index_file/Page387.htm,restaurant,pizza
milano,Pizzeria Belvedere,pizzeriabelvederesnc@libero.it,"Via Vittorio Veneto 19, 20024 Garbagnate Milanese",+390291921410,https://www.pizzeria-belvedere.it/,restaurant,pizza
milano,Pizzeria Da Fra',criscifrancesco1983@gmail.com,"Via Giorgio Enrico Falck 5,  Milano",+39 02 4964 9012; +39 338 435 9415,https://pizzeriadafrasesto.eatbu.com/,restaurant,pizza
milano,Pizzeria Da Gino,info@pizzeriadagino.it,"Corso Vercelli 9, 20144 Milano",+390248004130,https://www.pizzeriadagino.it/,fast_food,pizza
milano,Pizzeria Daisy,info@ristorantedaisy.it,"Via Colli di Sant'Erasmo 23, 20025 Legnano",+39 0331 442442,http://www.ristorantedaisy.it/,restaurant,pizza
milano,Pizzeria dell'Oca,loca97.novatemilanese@gmail.com,Milano,+39 02 35 45 596,https://pizzeriadelloca.eatbu.com,restaurant,pizza
milano,Pizzeria Ranch Roberta,ristoranch@yahoo.it,"Via Masaccio 18, 20149 Milano",+39 02 462306,https://www.ristoranteranchroberta.com/,restaurant,fish;italian;pizza
milano,Pizzeria Sant'Ambrogio,info@pizzeriasantambrogio.it,"Via Ausonio 7, 20123 Milano",+390239811974;,http://www.pizzeriasantambrogio.it/,fast_food,pizza;kebab
milano,Pollicino,cologno@ristopollicino.it,"Viale Piemonte 64,  Cologno Monzese",,https://www.ristopollicino.it/,restaurant,friture;italian;pizza;barbecue
milano,Pucatè - Bubble Tea,wsitninticeh@hotmail.com,"Via Felice Casati 23,  Milano",+39 345 507 3339,https://www.facebook.com/pucatemilano/,cafe,coffee_shop;tea
milano,Puccia's Brothers,info@pucciasbrothers.it,"Piazza Virgilio 3, 20123 Milano",+39 02 66666361,https://www.pucciasbrothers.it,cafe,puccia
milano,Pupiricchiello,pupirichiello@gmail.com,"Piazzale Giovanni delle Bande Nere 9, 20146 Milano",+39024075770,http://pupirichiello.it/,restaurant,pizza
milano,Quanto Basta,info@quantobastacologno.it,"Piazza San Matteo 24, 20093 Cologno Monzese",+39 02 2219 9747; +39 351 651 1610,https://www.quantobastacologno.it/,cafe,coffee_shop;italian
milano,Quartieri Spagnoli Milano,info@primogustomilano.it,"Via Cenisio 19, 20154 Milano",+390233614582,http://www.primogustomilano.it/,restaurant,pizza;italian
milano,Queen's Bar Tabacchi,queens.bar2013@gmail.com,"Via Giosuè Carducci 36, 20123 Milano",+390289013944,https://www.queensbartabacchi.com/,cafe,
milano,Radetzky Café,radetzkycafe@libero.it,"Largo La Foppa 5, 20121 Milano",+39 02 6572645,https://www.radetzky.it/,bar,
milano,Ral8022,info@ralmilano.it,"Via Corsico 3, 20144 Milano",,https://www.ralmilano.it/ral-cocktail-bar/,bar,
milano,Regina Catarì,comunicazioni@reginacatari.it,"Via Edmondo De Amicis 48, 20092 Cinisello Balsamo",,https://reginacatari.it/,restaurant,pizza;steak_house;pasta
milano,Reginè,pizzeriaregine@gmail.com,"Via Custoza 31, 20037 Paderno Dugnano",+39 02 49442902,https://pizzeriaregine.it,restaurant,pizza
milano,Relax Time,gelateriarelaxtime@gmail.com,"Via Tagliamento 16, 20039 Canegrate",+39 0331 555622,http://relaxtimecanegrate.com,cafe,
milano,Ristorante Giallo Milano,info@ristorantegiallomilano.com,"Via Giuseppe Ripamonti 606, 20141 Milano",+39 02 57607126,https://www.ristorantegiallomilano.com/,restaurant,italian;pizza
milano,Ristorante pizzeria Girasole,pizzeriagirasole@pizzeriaalgirasole.it,"Viale Carlo Forlanini 11, 20024 Garbagnate Milanese",+390299022141,https://www.pizzeriaalgirasole.it/,restaurant,pizza;italian;regional;salad
milano,Ristorante Pizzeria La Caletta,portodimario@hotmail.it,"Via Giovanni Battista Sammartini 69, 20125 Milano",+39 02 6693159,http://www.lacalettadimilano.com/,restaurant,pizza
milano,Ristorante Pizzeria Mareblu,mareblu24@hotmail.it,"Via Dante Alighieri 24, 20025 Legnano",+39 0331 546286,http://www.ristorantepizzeriamareblu.com/,restaurant,pizza;seafood
milano,Ristorante pizzeria San Carlo,ristorantepizzeriasancarlo@gmail.com,"Via Andrea Solari 40, 20144 Milano",+3902474569,https://it-it.facebook.com/Ristorante.San.Carlo.Milano/,restaurant,italian;pizza;regional
milano,Royal Cafè,cremacioccolato.ossona@gmail.com,"Via Madre Teresa di Calcutta 2c, 20010 Ossona",+390249448488,https://www.cremacioccolatoossona.it,cafe,coffee_shop;italian;sandwich;ice_cream
milano,Sant'Ambrogio,rayedashraf@gmail.com,"Via Vincenzo Foppa 8, 20144 Milano",+39 02 36563630,http://www.ristorantesantambrogio.com/,restaurant,pizza;grill
milano,Sant'Ambrogio Cafè,info@barsantambrogio.it,"Via Terraggio 25, 20123 Milano",+390272010424,http://www.barsantambrogio.it/,cafe,italian
milano,Santa Lucia,info@pizzeriasantalucia.it,"Viale Monza 185, 20126 Milano",+39 02 97378655,http://www.pizzeriasantalucia.eu,restaurant,pizza
milano,Seitaly,seitaly.bistro@gmail.com,"Corso Italia 6, 20122 Milano",+39 02 72095365,https://www.seitaly.it/,cafe,breakfast;italian_pizza
milano,Shot Cafe,shot@shotcafe.it,"Via Giovanni Battista Pirelli 19, 20124 Milano",+39 02 6700206,http://www.shotcafe.it/,cafe,
milano,Sisu,info@sisumilano.it,"Via Gaudenzio Ferrari 1bn02, 20123 Milano",+390238293912,https://sisumilano.it/,cafe,
milano,Smartkook,info@smartkook.it,"Via Flavio Baracchini 7, 20121 Milano",+39 02 36684727,https://www.smartkook.it/,cafe,
milano,So Natural,info@itsonatural.it,"Piazza Sant'Agostino 16, 20123 Milano",+39 02 39401034,https://www.itsonatural.it/,cafe,
milano,Spiga D'Oro,info@spiga-doro.it,"Via Monte San Gabriele , 20127 Milano",+39 02 87199385,https://www.spiga-doro.it/,cafe,
milano,Spontini,ducadaosta@pizzeriaspontini.com,"Piazza Duca d'Aosta 8, 20124 Milano",+ 39 02 25061303,https://spontinimilano.com/pizzerie/MILANO-DUCA-D-AOSTA/,fast_food,pizza
milano,Spontini,tortona@spontinimilano.com,"Via Tortona 26, 20144 Milano",+39 02 8126 5990,https://spontinimilano.com/pizzerie/MILANO-TORTONA,fast_food,pizza;italian
milano,Spritz,info.spritznavigli@gmail.com,"Ripa di Porta Ticinese 9, 20143 Milano",+390283390192,https://www.leggimenu.it/menu/spritznaviglimilano,bar,
milano,Steven Hill Coffe,info@improntabirraia.it,"Via Amatore Sciesa 1, 20135 Milano",+39 02 3668 4747,https://www.improntabirraia.com/,bar,
milano,Sui Generis,info@suigeneris.bar,"Via Panfilo Castaldi 31, 20124 Milano",+39 02 49767551,https://suigeneris.bar/,bar,
milano,Tegamino’s,info@tegaminos.com,"Viale Bligny 5, 20136 Milano",+390298043701,https://tegaminos.com/#dove-trovarci,restaurant,pizza
milano,Terrazza Martini,terrazzamartini.milano@bacardi.com,"Piazza Armando Diaz 7, 20123 Milano",,https://www.martini.com/terrazza-martini/,bar,
milano,The Growler Milano,thegrowlermilano@gmail.com,"Via del Caravaggio 12, 20144 Milano",+390283555783,https://thegrowlermilano.eatbu.com/,cafe,
milano,The Kitchen Beer Restaurant,info@thekitchen.it,"Via Trento 1, 20010 Casorezzo",+39 02 90296186,https://www.thekitchenworld.it,restaurant,pizza;coffee_shop;regional;burger;italian;chicken;steak_house;fish_and_chips;pasta;mediterranean
milano,Tipografia Alimentare,info@tipografiaalimentare.it,"Via Dolomiti 1, 20127 Milano",+39 02 83537868,https://tipografiaalimentare.it/,cafe,regional
milano,Tom the ordinary market,info@theordinarymarket.com,"Via della Chiusa 1, 20123 Milano",,https://theordinarymarket.com/,bar,
milano,Tourlé,parabiago@tourle.it,"Via Sempione 50, 20015 San Lorenzo",+39 329 2430030,http://www.tourle.it/parabiago/,restaurant,italian;italian_pizza
milano,Tramonti,quadrifoglio@arubapec.it,"Via Luigi Cadorna 31, 20025 Legnano",+39 0331 540279,http://www.ristorantepizzeriatramonti.it/,restaurant,chinese;italian;pizza
milano,Un mondo di sapori,info@unmondodisapori.it,"Via Giacomo Zanella 59, 20133 Milano",+39 02 70102138,http://unmondodisapori.it,restaurant,italian;pizza;seafood
milano,Una cosa,info@unacosabistrot.it,"Via Scaldasole 7, 20123 Milano",,https://www.unacosabistrot.it/,cafe,
milano,Unic Bikers Bar,info@unicbar.com,"Via della Filanda 4, 20010 Vanzago",+39 339 1700273,https://www.unicbar.com/,cafe,italian;burger;sandwich;american;steak_house
milano,Un’altra Pasta,info@unaltrapasta.it,"Via Bergamini 5, 20122 Milano",+390258321359,https://www.unaltrapasta.it/,fast_food,pizza;pinsa
milano,Van Bol & Feste,info@vanbolandfeste.com,"Foro Buonaparte 71, 20121 Milano",+39 02 89093182,https://www.vanbolandfeste.it/,cafe,
milano,Vapore 1928,info@vapore1928.com,"Via Messina 26, 20154 Milano",+39 02 33100772,https://www.vapore1928.com/,cafe,
milano,Vista Darsena,info@vistadarsena.it,"Viale Gabriele d'Annunzio , 20123 Milano",,https://www.vistadarsena.it/,bar,
milano,Voglia di Pizza,domenicoda687@gmail.com,"Corso Magenta 147, 20025 Legnano",+39 3290163084,https://voglia-di-pizza-legnano.eatbu.com/?lang=en,restaurant,pizza
milano,Wave Cocktail Bar,info@wavecocktailbar.it,"Via Edmondo De Amicis 28, 20123 Milano",+393803714058,http://www.wavecocktailbar.it/,bar,
milano,Ai tre ponti,pizzeriatreponti@yahoo.it,"Viale Corsica 95, 20133 Milano",+39 02 70100887,,restaurant,italian_pizza
milano,Al Collins,alcollins20024@gmail.com,"Via Valera 1, 20024 Garbagnate Milanese",+393516562091,,bar,
milano,Al muretto,massimorendina@yahoo.it,"Via Zara 18, 20039 Canegrate",+39 0331 403215,,restaurant,italian;pizza
milano,Ape Bazar,apebazar@virgilio.it,"Via Pietro Mascagni 75, 20030 Senago",,,bar,
milano,Assaje,milano.lafoppa@assaje.it,"Largo La Foppa 1, 20121 Milano",+39 02 5812 9363,,restaurant,pizza
milano,Bar Buscemi,buscemi_stefano@yahoo.com,"Piazza Roma 6a, 20016 Pero",,,cafe,
milano,Bar e Direzione Oratorio,oratorio@santarita.info,Milano,+39 02 816793,,cafe,
milano,Bar edicola Stop and Go,stopgobar@gmail.com,"Via Roma 261/263, 20033 Solaro",+39029691312,,cafe,
milano,Bar tabacchi la darsena,pinciollone@gmail.com,"Via Vigevano 1, 20144 Milano",+39028321293,,cafe,
milano,Bio Pizza,info@biopizzamilano.it,Milano,+39 02 86452131,,restaurant,pizza
milano,Bottega dei Pasticci,bottegadeipasticci@gmail.com,Milano,+39 02 474 427,,cafe,
milano,Buatta Caffetteria,infi.buattacaffetteria@gmail.com,"Via Masolino da Panicale 12, 20155 Milano",+39 388 9746 502,,cafe,coffee_shop
milano,Buona Forchetta,buonaforchettamilano@yahoo.it,"Via Casale 5, 20144 Milano",,,restaurant,italian;pizza
milano,Caffè Carducci,caffecarducci@alice.it,"Via San Vittore 2, 20123 Milano",+39028900440,,cafe,
milano,Caffè La Pieve,caffe.lapieve@gmail.com,20097 San Donato Milanese,,,cafe,
milano,Cafè del dom,mudestmarchiselli@gmail.com,"Piazza Cavour 19, 20008 Bareggio",,,cafe,
milano,Capricci di gola,capriccidigola@yahoo.it,"Via Giacomo Matteotti 2, 20008 Bareggio",+39029028372,,cafe,pizza;ice_cream;cake;coffee_shop;drinks
milano,Cerro Ardente dal 1972,0255194974@cerroardente.it,"Viale Monte Nero 16, 20133 Milano",+39 02 55194974,,fast_food,pizza
milano,Cosmai Coffee Store,store@caffecosmai.com,"Viale Monza 158, 20128 Milano",+39 02 36524980,,cafe,
milano,Daniel e il Caffè,danieleilcaffe@icloud.com,"Via Olona 5, 20123 Milano",+390249436223,,cafe,
milano,Dosso 18,francesco.giampaolo92@gmail.com,"Via Caradosso 18, 20123 Milano",+39 02 48004400,,cafe,
milano,Edison Cafè,edisoncafe@libero.it,"Via Thomas Alva Edison 14, 20026 Novate Milanese",+390239487328,,cafe,
milano,Fresco,info@viadante16.com,"Via Dante 16n03, 20121 Milano",,,restaurant,pizza
milano,Granaio,cordusio@ristorantegranaio.it,"Via Dante 2n13, 20121 Milano",+39 02 89092240,,cafe,
milano,I Tre Gradini,itregradini@gmail.com,"Via Carlo Sormani 47, 20095 Cusano Milanino",+39 02 6196242,,restaurant,italian;pizza
milano,il Bar Milano,ilbarmilano.legnano@gmail.com,"Via Milano 92, 20025 Legnano",,,bar,
milano,Kairos café,kairoscafe12@gmail.com,"Via Tortona 12, 20144 Milano",+390236512487,,cafe,italian
milano,la Piccola Champagneria,lapiccolachampagneria@gmail.com,"Via Italia 77, 20064 Gorgonzola",+393348923216,,bar,
milano,La Terrazza Aperol,info@terrazzaaperol.it,"Via Ugo Foscolo 1, 20121 Milano",+39 02 86331959,,bar,italian
milano,Lab Café,labcafemilano@gmail.com,"Via Luigi Scrosati 9, 20146 Milano",+39 02 4129 9114,,cafe,
milano,Leyla Food & Drink,ncretella@outlook.it,"Via Sigieri 10, 20135 Milano",+39 328 705 3652,,bar,
milano,Lo scudiero,ristorante.loscudiero@virgilio.it,"Via Fabio Filzi 13, 20034 San Giorgio su Legnano",+39 0331 407245,,restaurant,pizza;seafood
milano,Lom Dopolavoro,info@lomdopolavoro.com,Milano,+39 327 069 8267,,bar,
milano,Massaua,alhambravegancafe@gmail.com,"Via Alessandro Tadino 17, 20124 Milano",,,cafe,
milano,Mono Bar,reddave@libero.it,"Via Lecco 6b, 20124 Milano",,,cafe,italian
milano,Niro Meet Bar,info@niromeetbar.it,"Giardino Aristide Calderini 3, 20143 Milano",+39 02 8909 2743,,cafe,
milano,NoLoSo,noloso.mi@gmail.com,"Via Luigi Varanini 5,  Milano",+39 331 4294088,,bar,
milano,Pesca sportiva la vallata,info@lavallata.net,"Via Molino Nuovo 5, 20012 Milano",+39 02 974183,,bar,
milano,Pizzeria day,pizzeriaday@gmail.com,"Piazza Quattro Novembre 4, 20060 Pozzo d'Adda",+390272194287,,fast_food,pizza
milano,Portuga,por.tuga8690@gmail.com,"Via Lanzone 27, 20123 Milano",,,cafe,
milano,Posto Unico,info@postounico.com,"Via Pastrengo 16,  Milano",,,bar,
milano,Quinta Pietra,enoteca@quintapietra.it,"Via Cesare Battisti 10, 20097 San Donato Milanese",+39 0222199849,,bar,
milano,Ristopizza La Coccinella,ristopizzalacoccinella@gmail.com,"Via Giacomo Matteotti 6, 20094 Corsico",+39 347 3056199,,restaurant,pizza;fish
milano,Ristorante Churrascaria Pizzeria da Orlando,daorlando.ristorante@gmail.com,"Via Cornaggia 1, 20092 Cinisello Balsamo",+39 02 66049579,,restaurant,pizza;brazilian;italian
milano,Sa pizzedda,info@sapizzedda.it,"Corso di Porta Ticinese 60, 20123 Milano",,,fast_food,pizza
milano,Salumeria dello Sport,salumeriadellosport@gmail.com,"Piazza Napoli 30/2, 20146 Milano",+39 0289766020,,bar,
milano,SelvaViva,selvaviva.prenotazioni@gmail.com,"Via Tre Salti ,  Turbigo",,,cafe,
milano,Settimio caffè e bistrot,settimiocaffe@gmail.com,"Largo Settimio Severo 1, 20144 Milano",,,cafe,
milano,Sofa Café,info@sofacafe.it,"Ripa di Porta Ticinese 7, 20143 Milano",+390236589107,,bar,
milano,Solaro bar,oscar.mantegazza@tiscali.it,"Via Giuseppe Mazzini 31, 20033 Solaro",,,cafe,
milano,Spontini,mazzini@pizzeriaspontini.com,"Via Dogana 3, 20123 Milano",+39 02 25061118,,restaurant,pizza
milano,Tamarindo,tapequejm534@gmail.com,"Via Giuseppe Taccioli 20, 20161 Milano",,,cafe,salvadoran
milano,The Kerry Blue,thekerryblue@hotmail.it,"Via Luigi Cadorna 15, 20020 Busto Garolfo",+39 0331 1773091,,bar,
milano,ToastEat,geomcalboni93@proton.me,"Viale Milanofiori , 20057 Assago",,,bar,
milano,Tutta 'Nata Storia,tuttanatastoria.pizzeria@gmail.com,"Via Giuseppe Meda 43, 20141 Milano",+39 02 8464137,,restaurant,pizza
milano,Union Club,unionclub@hotmail.it,"Via Moretto Da Brescia 36, 20133 Milano",+39 02 70009543,,bar,
