citta,nome,amenity,cuisine,indirizzo,telefono,sito,email_osm,email_sito
milano,Punto pizza,fast_food,kebab;pizza,"Via Edolo 42,  Milano",+39 0249701078,,,
milano,Girasole,restaurant,pizza,Milano,,,,
milano,Lady Pizza,restaurant,pizza,"Via Damiano Chiesa 2, 20099 Sesto San Giovanni",,,,
milano,Maruzzella,restaurant,pizza;italian,"Viale Zara 118, 20125 Milano",,https://www.pizzeriamaruzzellamilano.it,,
milano,Ristorante Pizzeria del Drago,restaurant,pizza,"Via Agnello 17,  Milano",,,,
milano,Ristorante Pizzeria Moonlight,restaurant,italian;pizza,"Via Leone Tolstoi 48, 20146 Milano",,https://www.ristorantemoonlight92.it/,,
milano,Pizzeria Quattro Elementi,restaurant,pizza,"Via Quattro Novembre 11, 20015 Parabiago",,,,
milano,Belvedere,fast_food,pizza,"Via Brisa 53a, 20015 Parabiago",,,,
milano,Kiro 3,restaurant,pizza;kebab,20097 San Donato Milanese,,,,
milano,Cook Window,restaurant,pizza;italian,"Via Amatore Sciesa 18, 20135 Milano",+39 02 55186997,http://pizzeriacookwindow-milano.it/,,
milano,Rainbow,restaurant,italian;pizza,Milano,,,,
milano,Carmen,restaurant,pizza;italian,Milano,,,,
milano,Sapori di Napoli,restaurant,pizza,"Via Bollate 10, 20026 Novate Milanese",+39 353 4895520,,,
milano,Mevlana,fast_food,kebab;pizza,Milano,,,,
milano,Charlie Brown,restaurant,pizza,"Piazza della Pace 6, 20026 Novate Milanese",+39023546443,,,
milano,Solo da noi,restaurant,italian_pizza,"Via Lazzaretto 24, 20014 Nerviano",+39 0331 1489749,,,
milano,Crocca,restaurant,italian;italian_pizza,Milano,,,,
milano,Pizzium,restaurant,pizza,"Viale Tunisia 6, 20124 Milano",,http://www.pizzium.com,,
milano,Il Basilico,restaurant,pizza,"Via Roma 10, 20026 Novate Milanese",+39 02 39 49 39 31;+39 328 53 54 268,,,
milano,Leone,restaurant,pizza,Milano,,,,
milano,Acafè,cafe,ice_cream;pizza;italian,"Piazzale Luigi Cadorna , 20123 Milano",+39028053860,,,
milano,Astoria,restaurant,pizza,Milano,,,,
milano,Profumo di Pizza,restaurant,pizza,"Via Cascina del Sole 22, 20026 Novate Milanese",+39023542354,,,
milano,Open Bar,fast_food,pizza;regional;italian,Milano,,,,
milano,Mani in Pasta,fast_food,pizza,"Via Padova 205, 20127 Milano",,,,
milano,OK 3,fast_food,pizza,"Corso Buenos Aires 51,  Milano",+393883272228,,,
milano,Pizzeria Santa Maria,restaurant,kebab;pizza,"Via Edoardo Bassini 49,  Milano",+39 02 8450 1662,,,
milano,Il Vero ok,fast_food,pizza,"Via Filippo Argelati 2, 20143 Milano",,,,
milano,Turkish Kebap-Pizza,fast_food,kebab;falafel;pizza,"Via Lazzaro Palazzi 2,  Milano",,,,
milano,Il Giardino,restaurant,pizza,"Via Baranzate , 20026 Novate Milanese",+39 380 897 50 00,,,
milano,Sa Pizzedda,restaurant,pizza,Milano,,,,
milano,Civico 34,restaurant,pizza,"Via Giuseppe Di Vittorio 34, 20026 Novate Milanese",,,,
milano,Delo's Pizzeria,restaurant,pizza,Milano,,,,
milano,Aumm Aumma,restaurant,pizza,Milano,,,,
milano,Ammó Pizza Napoletana,restaurant,pizza,"Piazza Vittoria 10, 20077 Melegnano",,,,
milano,Pizzeria Benvenuti al Sud,restaurant,pizza,"Piazza Europa 9, 20064 Gorgonzola",,,,
milano,Fradiavolo - Milano Sempione,restaurant,pizza,"Via Agostino Bertani 2, 20154 Milano",+39 02 4013 0251,fradiavolopizzeria.com,,
milano,Berberè,restaurant,pizza,"Corso di Porta Ticinese 1, 20123 Milano",,https://www.berberepizza.it/,,
milano,VentiSette,restaurant,pizza;sushi,Milano,,,,
milano,Officina della pizza,restaurant,pizza,"Via Fratelli Bandiera 60, 20039 Canegrate",+39 0331 400289,,,
milano,Insubria,restaurant,pasta;italian_pizza;italian;pizza,"Piazza Insubria 5, 20137 Milano",,,,
milano,Visconti,restaurant,pizza;italian,"Piazza Visconti 12, 20017 Rho",+39 02 9302920,https://www.facebook.com/Ristorante-Pizzeria-Visconti-154709488026586/,,
milano,La Nuvoletta,restaurant,pizza,Milano,,,,
milano,La pizzeria,restaurant,pizza,Milano,,,,
milano,King Pizza & Kebab,restaurant,pizza;kebab,Milano,,,,
milano,Amici della Pizza,restaurant,pizza,"Via Ugo Bassi 8, 20159 Milano",,,,
milano,Alice,fast_food,pizza,Milano,+39 02 40 70 33 28,,,
milano,Pizza OK,restaurant,pizza,Milano,,,,
milano,Zio Baffo,restaurant,pizza,Milano,,,,
milano,Nando Pizza,restaurant,pizza,"Via Andrea Costa 23, 20099 Sesto San Giovanni",+390222476196,,,
milano,Pizzamera,fast_food,pizza,"Via Felice Cavallotti 81, 20099 Sesto San Giovanni",,https://pizzamera.com/,,
milano,la Pucceria,fast_food,italian;italian_pizza;pizza,"Via Giuseppe Gianella 1, 20152 Milano",+39 348 924 7376,,,
milano,Gemelli Diversi,restaurant,italian;italian_pizza,"Via Giovanni Battista Moroni 32, 20146 Milano",+39 02 406724,http://www.ristorantegemellidiversi.it,info@ristorantegemellidiversi.it,
milano,Pizzeria Acqua Farina e Sale,restaurant,pizza,Milano,,,,
milano,Pizzikotto,restaurant,pizza,Milano,,,,
milano,Carlsberg Øl,restaurant,pizza;italian,"Bastioni di Porta Nuova 9,  Milano",+29 02 655 5560,https://www.carlsbergol.it,info@carlsbergol.it,
milano,Ristorante Pizzeria Costa,restaurant,italian_pizza,"Piazza Andrea Costa 44, 20092 Milano",+39 02 617 5315,https://www.ristorantecosta.it/,,
milano,Le Bistrot di Zii Gaetano,restaurant,pizza,"Via Bruno Buozzi 21, 20050 Liscate",,,,
milano,Pizzeria Emilia,fast_food,pizza,Milano,,,,
milano,Spontini,restaurant,pizza,"Corso Italia 1 ovest, 20017 Rho",,,,
milano,Bella Napoli - Pizzeria d'asporto,restaurant,pizza,"Via Madre Laura Baraggia 307, 20069 Vaprio d'Adda",+39 02 9096 6011,http://www.bellanapolivaprio.it/,,
milano,Fra diavolo,restaurant,pizza,Milano,,,,
milano,L'Ancora,restaurant,pizza,Milano,,,,
milano,Gennaro Esposito,restaurant,pizza,Milano,,,,
milano,SuperPizza,restaurant,pizza,Milano,,,,
milano,I Nostrani,fast_food,pizza,"Via Giovanni Bourdillon 33,  Cernusco sul Naviglio",,,,
milano,Pizza asporto da Ciro,fast_food,pizza,"Viale Assunta 65,  Cernusco sul Naviglio",,,,
milano,Al Gargano,restaurant,pizza,"Via dei Transiti 26, 20127 Milano",+39 02 289 6271,,,
milano,Boscogrosso,restaurant,pizza,"Via Giacomo Watt 14, 20143 Milano",,,,
milano,Biga Milano,restaurant,pizza,Milano,,,,
milano,Caprese,restaurant,pizza,"Via Ugo Bassi ,  Milano",,,,
milano,La Coccinella,restaurant,pizza,Milano,,,,
milano,Le Sfingi,fast_food,pizza,Milano,,,,
milano,O' Surdato 'Nnammurato,restaurant,pizza;regional,"Via Daniele Ricciarelli 15, 20148 Milano",+3902 8905 8040,,,
milano,PizzAut,restaurant,pizza,"Via Don Ambrogio Verderio 1, 20051 Cassina de' Pecchi",+39 02 5030 9156,https://www.pizzaut.it/,prenotazioni@pizzaut.it,
milano,Casa Artiano,restaurant,pizza,Milano,,,,
milano,La costiera,fast_food,pizza,Milano,,,,
milano,Il Capitano 3,fast_food,pizza,Milano,,,,
milano,Antica Pizzeria Leone,restaurant,pizza,"Via Carlo Ravizza 9, 20149 Milano",+390248001829,https://www.facebook.com/Antica-Pizzeria-Leone-710395012403147/,,
milano,Lievità,restaurant,pizza,"Via Carlo Ravizza 11, 20149 Milano",+39 02 40701454,https://www.pizzeria-lievita.com/,,
milano,Novecento,restaurant,meat;pizza;pasta;risotto,"Via Carlo Ravizza 13, 20149 Milano",+393519828581,https://www.novecentoravizza.it/,,
milano,Lucy Food,fast_food,kebab;pizza,Milano,,,,
milano,Gennaro Rapido A' Rot e Carrett,restaurant,italian;italian_pizza;pizza,"Via Lorenzo Bartolini 36, 20155 Milano",+39 338 9903074,https://www.gennarorapido.it/,,
milano,Pizzeria Vincenzo Capuano,restaurant,pizza,"Via Alessandro Volta 7, 20121 Milano",,https://www.capvin.com/,,
milano,Assaje,restaurant,pizza,"Viale di Porta Vercellina 2, 20123 Milano",+390243983226,https://www.assaje.it/,milano.baracca@assaje.it,
milano,Pizzeria Mon Amour,fast_food,pizza,"Via Vespri Siciliani 7, 20146 Milano",,https://www.ordinamonamour.it/,,
milano,Foppa Kebap,fast_food,kebab;pizza,"Via Vincenzo Foppa 58, 20144 Milano",,,,
milano,Soffice,restaurant,pizza,"Via Giorgio Washington 82, 20146 Milano",+39 02 32933592,https://sofficealtrancio.it/,,
milano,Alice,fast_food,pizza,"Via Lazzaro Spallanzani 18, 20129 Milano",+39 0383813535,http://www.alicepizza.it/puntivendita/alice-spallanzani/,,
milano,Pizzeria del Naviglio,fast_food,kebab;pizza,"Ripa di Porta Ticinese 125, 20143 Milano",,,,
milano,Marina sul Naviglio,restaurant,fish;pizza,"Via Eugenio Villoresi 8, 20143 Milano",,https://www.ristorantemarinamilano.it/,,
milano,Pizza Kebab San Gottardo,fast_food,pizza;kebab,"Corso San Gottardo 15, 20136 Milano",,,,
milano,Trapizzino,fast_food,pizza;regional;friture;dessert,"Ripa di Porta Ticinese 2, 20143 Milano",+390291570928,https://www.trapizzino.it/trapizzino/trapizzino-milano-navigli/,,
milano,Mare e Monti,restaurant,pizza,"Via Cola di Rienzo 57, 20144 Milano",,https://mari-e-monti-restaurant-milano.eatbu.com/,,
milano,Donna Assunta 1954,restaurant,regional;pizza,"Via Annibale Grasselli 4, 20137 Milano",+39 02 70002364,https://donnaassunta1954.it,donnaassunta1954@gmail.com,
milano,Grill Inn Store,restaurant,italian;italian_pizza,"Via Europa 41, 20010 Pogliano Milanese",+39 02 93549638,https://www.grillinnstore.it,grillinnstore@ab-food.it,
milano,Panta Rei,restaurant,pizza;seafood,"Via Cusago 201,  Milano",+39 02 39413241,https://www.pantareiclub.com/milano/,mari@pantareiclub.com,
milano,Legame,restaurant,pizza;fish;neapolitan,Milano,,,,
milano,Pizzeria Da Mario,restaurant,pizza,Milano,,,,
milano,Il trancio di Gra,restaurant,pizza,"Via Magenta 6, 20039 Canegrate",+39 0331 330032,,,
milano,La Taverna,cafe,italian_pizza;italian,Milano,,,,
milano,Pizzeria Emy,restaurant,pizza,"Via Quattro Novembre 47, 20015 Parabiago",+39 0331 1489750,,,
milano,Pizzeria Arwa,fast_food,pizza;kebab,"Via Santi Gervasio e Protasio 57, 20015 Parabiago",+39 0331 1977296,,,
milano,Naso di gatto,restaurant,pizza,Milano,,,,
milano,San Michele,restaurant,pizza,Milano,,,,
milano,Pizzeria San Giorgio,fast_food,pizza,Milano,,,,
milano,Capricci di gola,cafe,pizza;ice_cream;cake;coffee_shop;drinks,"Via Giacomo Matteotti 2, 20008 Bareggio",+39029028372,,capriccidigola@yahoo.it,
milano,Lo scudiero,restaurant,pizza;seafood,"Via Fabio Filzi 13, 20034 San Giorgio su Legnano",+39 0331 407245,,ristorante.loscudiero@virgilio.it,
milano,La Bottega della Pizza,restaurant,pizza,"Via Paolo Ferrario 34, 20010 Vanzago",,,,
milano,Trattoria Da Lucia,restaurant,italian;italian_pizza;sicilian,"Via Luisa Battistotti Sassi 14, 20133 Milano",+39 02 719350,,,
milano,La Gravina,,italian_pizza,"Via Giovanni Cadolini 19,  Milano",,,,
milano,Sciuè,restaurant,pizza;italian,"Via Andrea Solari 6, 20144 Milano",+390248003029,https://www.sciue.it/solari/,,
milano,Officina 2.0,restaurant,pizza;italian;fish;cake,"Strada Padana Superiore 14, 20096 Pioltello",+39 0249460697,https://officina20.cristianoandpartners.it,,
milano,Antica Trattoria Pizzeria Donna Carmela,restaurant,pizza;italian,"Strada Padana Superiore 24, 20096 Pioltello",+39 0292104525,https://www.pizzeriadonnacarmela.it,,
milano,Pizza Ok,restaurant,pizza,Milano,,,,
milano,Al Basilico,restaurant,italian_pizza,"Viale Abruzzi 21,  Milano",+39 0229516529,http://www.albasilicofresco.com,,
milano,Pizzeria Olona,fast_food,pizza,"Via Olona 17, 20123 Milano",+39028361688,https://www.justeat.it/restaurants-pizzeriaolona/menu,,
milano,Ti Amo Pizza,restaurant,pizza,"Viale Edoardo Jenner 10, 20159 Milano",,,,
milano,Dantò,restaurant,pizza,Milano,,,,
milano,la grotta,restaurant,pizza;burger;sandwich;fish;pasta,"Via Legnone 73, 20158 Milano",,,,
milano,Un’altra Pasta,fast_food,pizza;pinsa,"Via Bergamini 5, 20122 Milano",+390258321359,https://www.unaltrapasta.it/,info@unaltrapasta.it,
milano,Capriccio Pizza,fast_food,pizza,Milano,,,,
milano,The Birra,restaurant,barbecue;burger;pizza,"Via Sempione 218, 20028 San Vittore Olona",+39 0331 422352,https://thebirra.it,,
milano,Bebel,restaurant,italian;pizza,"Via San Vittore 3, 20123 Milano",+39024812824,https://www.bebel.it/,info@bebel.it,
milano,Kosmos,restaurant,pizza;italian,"Via Guglielmo Marconi 1,  Cerro al Lambro",+39 02 983 1310,,,
milano,Tre Fratelli,restaurant,pizza,Milano,,,,
milano,Terrazza sull'Adda,restaurant,pizza;fish;italian,"Via Belvedere 20, 20056 Trezzo sull'Adda",+39 02 909 0546,,,
milano,L'essenza di Mina,restaurant,italian;italian_pizza,"Via Cervignano 1, 20137 Milano",+39 02 89820677,,,
milano,Gli artigiani della pizza 2,restaurant,pizza,Milano,,,,
milano,Tirana,restaurant,kebab;pizza;turkish,Milano,,,,
milano,Pantera,restaurant,pizza,"Via Franco Tosi 2, 20143 Milano",,,,
milano,Pizzalandia,fast_food,pizza;italian,"Via Antonio Bazzini 1,  Milano",+39 02 7060 0857,https://pizzalandia-milano.it/,,
milano,Birra & Brace,restaurant,pizza;grill,"Via Varese 175/H,  Milano",+39 02 2506 1765,https://birraebrace.com,,
milano,Pizzeria Ciàpa sü e porta a cà,restaurant,pizza,"Via Conte Rosso 1,  Milano",,https://www.ciapasueportaacamilano.it/,,
milano,Pizza Pino,restaurant,pizza,"Via Mauro Venegoni 124, 20025 Legnano",+39 0331 549692,,,
milano,Sciuè,restaurant,pizza;italian;regional;friture;salad,"Alzaia Naviglio Pavese 6, 20143 Milano",+390258100299,https://www.sciue.it/navigli/,,
milano,Pizzeria Doppiozero,fast_food,pizza,"Via Guglielmo Marconi 13, 20052 Vignate",,,,
milano,Il Mulino,restaurant,pizza,"Via Primo Maggio 30, 20052 Vignate",,,,
milano,Cerro Ardente dal 1972,fast_food,pizza,"Viale Monte Nero 16, 20133 Milano",+39 02 55194974,,0255194974@cerroardente.it,
milano,Dal Biondo,restaurant,pizza,Milano,,,,
milano,Pizzeria da mamma Dina,restaurant,pizza,"Via Ugo La Malfa 3/5, 20128 Milano",+390245482837,,,
milano,Capperi... Che Pizza!,restaurant,pizza,"Piazza Santa Maria del Suffragio 3, 20129 Milano",+39 02 87073392,https://www.capperichepizza.com/milano/,milano@capperichepizza.com,
milano,Capuano's,restaurant,pizza,"Via Francesco Londonio 22, 20154 Milano",+39 02 84146228,https://capuanos.it,,
milano,N'ata Espressioni di pizza,restaurant,pizza,"Via Solferino 27, 20121 Milano",+39 02 36587566,http://www.natapizza.it/,,
milano,Daniele,restaurant,pizza,"Via Galeazzo Alessi 1, 20123 Milano",+39 02 8356442,https://www.pizzerianapoletanadaniele.it,,
milano,Lievità Pizzeria gourmet,restaurant,pizza,"Via Pasquale Sottocorno 17, 20129 Milano",+39 02 40701653,https://www.pizzeria-lievita.com,,
milano,Il dollaro,restaurant,kebab;pizza,Milano,+39 02 39 49 61 44,,,
milano,Angolo 7b,restaurant,pizza,Milano,,,,
milano,Da Fabione,restaurant,pizza,Milano,+39 02 80020020,https://dafabione.it/,,
milano,Pizzeria Sant'Angelo,restaurant,pizza;kebab;,Milano,,,,
milano,fAme,restaurant,italian_pizza,"Via Alessandro Manzoni 46, 20039 Canegrate",,,,
milano,MagiClem,restaurant,pizza,Milano,+39 0331 490595,http://www.magiclem.it/,,
milano,La buona forchetta,restaurant,pizza;italian,"Via Crescenzago 197, 20099 Sesto San Giovanni",,,,
milano,PizzaClubNoLimits,restaurant,pizza,"Via Sempione 30, 20028 San Vittore Olona",+39 0331 1551119,,,
milano,Padre Pio 2,restaurant,pizza,"Piazza Italia 14, 20028 San Vittore Olona",+39 0331 516000,,,
milano,Alice,fast_food,pizza,Milano,,,,
milano,Farinà,restaurant,pizza,Milano,,,,
milano,Tourlé,restaurant,pizza,"Via del Commercio 1, 20021 Baranzate",,,,
milano,La Volpe,restaurant,pizza;italian,Milano,,,,
milano,Novate Grill House,restaurant,kebab;pizza,Milano,,,,
milano,Napolon,restaurant,pizza,"Via Quattro Novembre 141,  Bollate",,,,
milano,Al portico,restaurant,italian;italian_pizza,"Via Carlo Cicogna Mozzoni 3, 20161 Milano",+39 02 33200500,,,
milano,Pizzeria San Michele 2,restaurant,pizza,Milano,,,,
milano,Fior di Pizza,restaurant,pizza,"Viale dei Platani 72, 20044 Arese",+390293589225,,,
milano,Pizza Chic,restaurant,pizza;salad;friture;dessert,"Via Giannetto Mattei 90, 20044 Arese",+390293588092,https://pizzachic-arese.it/,,
milano,Speedy Pizza,restaurant,pizza,"Via Giannetto Mattei 10, 20044 Arese",,,,
milano,Pizzeria 40,fast_food,pizza,Milano,,,,
milano,Terra Mia,restaurant,pizza,"Via Sebenico 24, 20124 Milano",,,,
milano,Isola della Pizza,fast_food,pizza,"Via Garigliano 12, 20159 Milano",,https://isoladellapizza-milano.it/,,
milano,Pizzeria del Maestro,fast_food,pizza,"Via Cascina Bianca 22, 20142 Milano",,,,
milano,Ristorante Naviglio,restaurant,chinese;pizza;italian;sushi,Milano,+0039 028460840,http://www.ristorantenaviglio.it/,,
milano,Sì Chef,restaurant,pizza;italian,"Via San Clemente 151, 20023 Cerro Maggiore",+39 0331 519111; +39 320 7227 4118,https://www.ristorantesichef.it,,
milano,Tramonti,restaurant,chinese;italian;pizza,"Via Luigi Cadorna 31, 20025 Legnano",+39 0331 540279,http://www.ristorantepizzeriatramonti.it/,quadrifoglio@arubapec.it,
milano,Pizzeria dell'Angelo,restaurant,pizza,Milano,,,,
milano,Sant'Andrea,fast_food,pizza,"Via Bari 11i, 20143 Milano",,,,
milano,Pizzeria da Napo,restaurant,pizza,"Via Primo Maggio 21, 20021 Baranzate",+393298160229,https://www.instagram.com/pizzeria_da_napo/,,
milano,Bollicine,restaurant,pizza;italian;fish,"Via Ventiquattro Maggio 7, 20028 San Vittore Olona",+39 0331 517005,https://ristorantebollicine.com,bollicine@ristorantebollicine.com,
milano,Zio Provolone,restaurant,pizza,Milano,,,,
milano,Pizzeria La Calabro,restaurant,pizza,Milano,,,,
milano,Madonna pizza,restaurant,pizza,Milano,,,,
milano,Millelire,restaurant,pizza,"Via Milano 58, 20025 Legnano",+39 0331 599770,https://pizzeria-millelire.eatbu.com/,rocco_79_rs@libero.it,
milano,San Giorgio,restaurant,pizza,Milano,,,,
milano,Rossopomodoro,restaurant,pizza;seafood,"Piazza Duca d'Aosta 1, 20125 Milano",+39 02 36755459,https://www.quandoo-partner.com/en?mid=WRxR8&cat=1,,
milano,La Regina,fast_food,kebab;pizza;panzerotti,"Via Zante 21,  Milano",+39 02 73954617,,,
milano,L’Arte della Pizza,fast_food,pizza,Milano,,,,
milano,Al Portico 2,restaurant,pizza;italian,"Via Mecenate 2, 20138 Milano",,,,
milano,L'ottava meraviglia,fast_food,kebab;pizza,"Via Matteo Civitali , 20148 Milano",+39 02 39565061,,,
milano,Istanbul Monte Ararat,restaurant,turkish;pizza,Milano,,,,
milano,Geronìmo,restaurant,italian;italian_pizza,"Via Giuseppe Garibaldi 9,  Dairago",+39 0331 431819,https://geromino.it,info@geromino.it,
milano,Ca Solare,restaurant,italian_pizza,Milano,,,,
milano,‘A Livella,restaurant,pizza,"Via dell'Allodola 16, 20147 Milano",,,,
milano,Pizzium,restaurant,pizza,Milano,,,,
milano,Pizza Bio,restaurant,pizza,Milano,,,,
milano,Meucci 11,fast_food,pizza,"Via privata Antonio Meucci , 20128 Milano",+39 02 2592591,,,
milano,Premiata pizzeria Adriano,restaurant,pizza,"Via Adriano 3/b, 20128 Milano",,,,
milano,Pizza Ok,restaurant,pizza,"Via privata Antonio Meucci 2, 20128 Milano",+39 327 9449919,,,
milano,Slice Milano,restaurant,pizza,Milano,,https://slicemilano.it/,,
milano,Il moro,restaurant,regional;italian;pizza,"Via Padova , 20132 Milano",+39 02 27203454,http://www.ilmoro286.it/,,
milano,Il ponte,fast_food,pizza,Milano,+39 02 2563982,https://pizzeriailpontemilano.it/,,
milano,Da Curtis,fast_food,pizza,Milano,+39 02 a39467877,,,
milano,Bella Italia,fast_food,pizza,"Via Rovigo , 20132 Milano",+39 02 23163890,,,
milano,Pizzeria 4 Agosto,restaurant,pizza,"Via Padova , 20132 Milano",+39 02 2566917,,,
milano,Cosmì,cafe,pastry;pizza,"Via Eugenio Colorni 14, 20138 Milano",,,,
milano,Strippoli,restaurant,regional;pizza;italian_pizza;italian,"Via Madre Anna Eugenia Picco , 20132 Milano",+39 02 27209103,https://www.strippoli.it/,,
milano,Il Castello,fast_food,pizza,Milano,,,,
milano,San Carlo,restaurant,pizza,Milano,,,,
milano,Le Piramidi,restaurant,pizza,Milano,,,,
milano,Il Portico,restaurant,pizza,Milano,,,,
milano,San Carlo,fast_food,pizza,Milano,,,,
milano,Vulkania,restaurant,pizza,Milano,,,,
milano,Mister Panzerotto 4,fast_food,pizza,20131 Milano,+39 02 2840759,,,
milano,RDS Pizzeria Sport,restaurant,pizza,"Via Giuseppe Casati 28, 20017 Rho",+39029312076,,,
milano,Il goloso,restaurant,regional;pizza;italian,"Via Paolo Gerolamo Biumi , 20128 Milano",,,,
milano,Gamran Gusto,restaurant,italian;pizza;peruvian,Milano,,,,
milano,Pizzeria d'asporto La Rondine,restaurant,pizza,"Via Bassetti 19, 20027 Rescaldina",+390331578103,,,
milano,I Romano,restaurant,pizza,"Via Lomellina 34, 20133 Milano",,https://i-romano.eatbu.com,,
milano,Galli Pizza & More,restaurant,pizza,"Corso Magenta 78, 20123 Milano",,,,
milano,La Regina,restaurant,pizza,Milano,,,,
milano,D’Angelo,fast_food,pizza,Milano,,,,
milano,L’Aragosta Innamorata,restaurant,italian;pizza,Milano,,,,
milano,Pizzeria Belvedere - Arese,restaurant,pizza,"Viale Luigi Einaudi 51, 20044 Arese",+390293580326,https://www.pizzeria-belvedere.it/,,
milano,La vita della pizza,restaurant,pizza,"Via Angelo Biffi 3e, 20056 Milano",+39 02 9098 7149,,,
milano,Rossopomodoro,restaurant,pizza;seafood,"Via Porro Lambertenghi 19, 20159 Milano",+39022593361,https://ristoranti.rossopomodoro.it/isolamilano-a566ab6691c4,,
milano,Portobello,restaurant,pizza,Milano,,,,
milano,Osteria dei Pescatori la Fametta,restaurant,fish;italian;pizza,"Via Fametta 50, 20024 Garbagnate Milanese",+393886368516,https://www.osteriapescatorifametta.com/,,
milano,San Karas,restaurant,kebab;pizza,Milano,,,,
milano,Pizzeria da Nico,restaurant,pizza,Milano,+39 02 3664 1155,,,
milano,Spontini,restaurant,pizza,"Via Marghera 3, 20149 Milano",+390243514223,https://asporto.spontinimilano.com/locations/3/menus/3,,
milano,L'Angolo Pizzosteria,restaurant,pizza,"Via Fiume 1, 20055 Vimodrone",+39 0226510575,https://www.pizzosteria.com,,
milano,Pizzeria Fang,restaurant,pizza,"Via privata Iglesias , 20128 Milano",+39 377 8827313,,,
milano,Cento pizze,restaurant,pizza,"Via Milano 104, 20067 Paullo",+39 02 90633706,,,
milano,Pizzeria Malgot,restaurant,pizza,"Via Valverde 17, 20056 Trezzo sull'Adda",+39 02 7423 5727,,,
milano,pizza da asporto,,pizza,Milano,,,,
milano,Baba Sultan Restaurant Pizza & Turkish Kebab,fast_food,pizza;kebab,"Via Pietro da Cemmo 2, 20155 Milano",,,,
milano,Pizzeria In,fast_food,pizza,"Via Monfalcone , 20132 Milano",,,,
milano,La masseria,restaurant,pizza,"Via Feltre , 20132 Milano",+39 02 89697308,https://www.ristorantelamasseriamilano.com/,,
milano,Reginè,restaurant,pizza,"Via Custoza 31, 20037 Paderno Dugnano",+39 02 49442902,https://pizzeriaregine.it,pizzeriaregine@gmail.com,
milano,C'è pizza per te,restaurant,pizza,Milano,,,,
milano,Ciro's Pizza al Metro,restaurant,pizza,"Viale John Fitzgerald Kennedy 30, 20024 Garbagnate Milanese",+39 388 491 9100,https://www.cirospizza.it/,info@cirospizza.it,
milano,Bontà di Paese,restaurant,regional;italian;pizza,"Via Trento 33a, 20021 Bollate",,,,
milano,Pizzeria Kebab Istanbul,fast_food,kebab;pizza,"Via Milano 13, 20021 Bollate",+393276623079,,,
milano,Pizzeria Errico Porzio,restaurant,pizza,"Via Andrea Solari 34, 20144 Milano",+39 02 80873022,https://www.pizzerierricoporzio.it/,,
milano,Moxy,restaurant,pizza,"Via Lazzaro Palazzi , 20124 Milano",,,,
milano,Viridea Ristorantente,restaurant,italian_pizza;local,Milano,,,,
milano,China Town,restaurant,pizza;chinese;japanese,"Plazzo dei Cigni , 20054 Segrate",+39 02 215 2837,,,
milano,mani in pasta,restaurant,pizza,"Via Jacopo da Trezzo 15,  Milano",,,,
milano,Il Pizzificio,fast_food,pizza,"Largo Giuseppe Mazzini 15, 20017 Rho",+390289450342,,,
milano,Il Punto Giusto,fast_food,pizza;kebab,"Via Gran Sasso 62, 20024 Garbagnate Milanese",+39029954656,,,
milano,Al ritrovo,restaurant,pizza,"Via Val Gardena , 20128 Milano",+39 02 31056880,,,
milano,Pizzeria Belvedere,restaurant,pizza,"Via Vittorio Veneto 19, 20024 Garbagnate Milanese",+390291921410,https://www.pizzeria-belvedere.it/,pizzeriabelvederesnc@libero.it,
milano,Alex Pub Ristorante Pizzeria,restaurant,pizza;regional;italian;burger;steak_house;dessert,"Via Pietro Mascagni 34, 20030 Senago",+39029988361,https://www.alexpub.it/,alexpub2014@gmail.com,
milano,Delight Restaurant,restaurant,italian;pizza;fish,"Via Milano 72, 20014 Nerviano",+390241406390,https://www.delightrestaurant.it/,,
milano,Papavero,restaurant,pizza,"Via Felice Venosta 21, 20143 Milano",,,,
milano,Lo smeraldo,restaurant,italian;pizza,"Via Ettore Ponti 55, 20143 Milano",,https://www.ristorantepizzerialosmeraldo.it/,,
milano,Bella Vista Istanbul,fast_food,kebab;pizza;turkish,Milano,,,,
milano,La roccia,fast_food,pizza,Milano,,,,
milano,La Baita Dei Sapori Del Sud,restaurant,pizza,Milano,,,,
milano,L’antica Pizzeria da Michele,restaurant,pizza,"Piazza della Repubblica 27,  Milano",,,,
milano,Magnamm,restaurant,pizza,"Piazza Geremia Bonomelli 5, 20139 Milano",+39 02 84342 906,https://magnamm.it/,,
milano,Coke,restaurant,pizza,"Via Pavia 10, 20136 Milano",+39 02 839 4886,https://www.facebook.com/profile.php?id=100054340458491,,
milano,A' Reginella,restaurant,pizza,Milano,,,,
milano,la Favola,restaurant,pizza,Milano,,,,
milano,A Pazziella,restaurant,pizza,Milano,,,,
milano,Pierrot,restaurant,pizza,Milano,,,,
milano,Alice Pizza,restaurant,pizza,Milano,,,,
milano,Pizza Garage,restaurant,pizza,"Viale Carlo Troya 22, 20144 Milano",+39 02 50022,,,
milano,I testardi,restaurant,pizza,Milano,,,,
milano,Express,fast_food,kebab;pizza,Milano,,,,
milano,Viale Monza 237,restaurant,pizza,Milano,,,,
milano,Il Principe,restaurant,pizza,"Alzaia Naviglio Pavese 34, 20143 Milano",,,,
milano,Fratelli Cavallaro,restaurant,pizza,"Alzaia Naviglio Pavese 34, 20143 Milano",,,,
