citta,nome,amenity,cuisine,indirizzo,telefono,sito,email_osm,email_sito
torino,Zhenbao,restaurant,chinese,Torino,,,,
torino,Street Fish,restaurant,,Torino,,,,
torino,Fratò,restaurant,,Torino,,,,
torino,Bol house,restaurant,,"Via San Francesco da Paola 4b,  Torino",+393475566172,https://bol.house/,,
torino,Caffè Vittorio Veneto,restaurant,,Torino,,,,
torino,Ristorante da Mauro,restaurant,,Torino,+39 349 1513068,https://ristorante-da-mauro.business.site/,,
torino,Riso Zafferano,restaurant,persian,Torino,,,,
torino,Yaki Sushi,restaurant,,Torino,,,,
torino,Ristoritaly,restaurant,italian,Torino,,,,
torino,TAKE AWAY Street Food,restaurant,,"Via San Francesco d'Assisi 1c, 10122 Torino",,,,
torino,Da Pecchia,restaurant,pizza,"Via Luigi Mercantini 6f, 10121 Torino",,,,
torino,Ex Mattatoio,restaurant,,"Via Giovanni XXIII 8b, 10023 Chieri",,,,
torino,DB,restaurant,pasta;italian;grill;fish_and_chips;coffee_shop,"Via Madama Cristina 82c, 10126 Torino",+39 011 6505146,http://www.dbwinetorino.it,enoteca@dbtorino.it,
torino,Risto pub la Nuova Sosta Alpina,restaurant,italian,10080 Alpette,,,sostaalpina2019@gmail.com,
torino,Caffetteria Trattoria Cavallino Rosso,restaurant,,"Piazza della Pace 1a,  Torino",+39 011 9640916,,,
torino,Ristorante Lagrange,restaurant,pizza;italian,"Via Giuseppe Luigi Lagrange 43g, 10123 Torino",+39 011 517 8698,https://www.ristorantelagrange.it/,,
torino,Mano Po,restaurant,filipino;fried_chicken,"Corso Vittorio Emanuele II 32c, 10123 Torino",,,,
torino,Ristorante Solferino,restaurant,,Torino,,,,
torino,Il Tabisca,restaurant,sicilian,Torino,+39 011 0207682,https://iltabisca.it,,
torino,Il Cavaliere,restaurant,pizza,"Corso Vercelli 79, 10155 Torino",,http://www.pizzeriailcavalieretorino.it/,,
torino,Salbora,restaurant,,"Corso Vigevano 52 C,  Torino",,,,
torino,Lucky Lucy Saloon,restaurant,pizza;american,"Via Luigi Pirandello 23a, 10023 Chieri",,,,
torino,Le Terrazze,restaurant,pizza;italian,"Corso Giacomo Matteotti 7, 10023 Chieri",+39 011 9427031,https://www.ristoranteleterrazzechieri.it/,,
torino,Ristorante Cinese Giapponese Dinastia,restaurant,chinese;japanese,"Corso Vigevano 35,  Torino",,,,
torino,Trattoria La Ramats,restaurant,regional;pizza;italian,"Via Jannon 14, 10050 Chiomonte",,,,
torino,Dai Braji,restaurant,pizza,"Corso Vittorio Emanuele II 35, 10020 Andezeno",,,,
torino,Berberè,restaurant,,"Via Sestriere 34,  Torino",,,,
torino,Osteria del FIAT,restaurant,italian,"Via Giulio Biglieri 2, 10126 Torino",+39 011 696 2651,,,
torino,Mordi e Fuggi,restaurant,pizza,"Via Tanaro ,  Torino",+39 379 171 4089,,,
torino,hot pot,restaurant,hotpot,"Via Alessandro Volta 8c, 10121 Torino",+390115691841,,,
torino,Ex albergo e ristorante Timoteo,restaurant,,Torino,,,,
torino,Sa Crocoriga,restaurant,pizza,"Via Casteldelfino 11, 10147 Torino",+393791696033,,,
torino,I Vitelloni,restaurant,,"Via Saluzzo 112,  Torino",,,,
torino,Ristorante dell'arco,restaurant,,Torino,,,,
torino,Kadeh Meze Wine Bar,restaurant,middle_eastern,Torino,,,,
torino,Pizzeria Noè,restaurant,pizza;italian,"Via Pietro Francesco Guala 120, 10135 Torino",+39 011 3174520,,,
torino,Cucineria Berlicabarbis,restaurant,,"Via Parma 61, 10153 Torino",+39 011 18931698,https://www.berlicabarbis.com/,,
torino,Trattoria della posta,restaurant,regional,"Strada Mongreno 16b, 10132 Torino",+39 011 898 0193,http://www.trattoriadellaposta.com/,info@trattoriadellaposta.com,
torino,Pizzeria Ristorante Vesuvio,restaurant,pizza,Torino,+39 011 8124369,,,
torino,Trattoria Cinese,restaurant,chinese,Torino,+39 377 813 5192,,,
torino,Costa Lourens agriturismo,restaurant,,Torino,,www.costalourens.it,,
torino,La casa dell'ape agriturismo,restaurant,,"21, 10060 Villar Pellice",+39 339 7126906,,,
torino,Napples antica pizzeria partenopea,restaurant,italian_pizza,"Via Sant'Anselmo 36, 10125 Torino",,https://www.napples.it/,,
torino,Gaudenzio Vino e Cucina,restaurant,,Torino,,,,
torino,Edit,restaurant,,Torino,,,,
torino,Papille,restaurant,,Torino,,,,
torino,Pizzeria Bella Napoli,restaurant,pizza,"Via Luigi Salvatore Cherubini 55a,  Torino",,,,
torino,Il Capret,restaurant,,Torino,,,,
torino,Agriturismo La Cinciallegra,restaurant,regional;italian,"25, 10020 Riva presso Chieri",+39 347 2992 395,http://www.agriturismolacinciallegra.it/,info@agriturismolacinciallegra.it,
torino,Affini,restaurant,,"Via Belfiore 16,  Torino",,,,
torino,Al Bona,restaurant,,"Via Alfonso Bonafous 2,  Torino",,,,
torino,L'Ancora,restaurant,,Torino,,,,
torino,Magorabin,restaurant,,Torino,,,,
torino,Spazio 7,restaurant,,Torino,,,,
torino,Coco's,restaurant,,Torino,,,,
torino,Casa Amélie,restaurant,,Torino,,,,
torino,Trattoria d'Agata,restaurant,,Torino,,,,
torino,King Hua,restaurant,chinese,Torino,+39 011 331271,https://www.kinghua1981.it/,,
torino,Da Peppino,restaurant,pizza;italian,"Via Mercanti 7h, 10122 Torino",+39 011 530570,http://www.ristorantepizzeriacentro.torino.it/,francesco.colosi@hotmail.it,
torino,Bottega Baretti,restaurant,,Torino,,,,
torino,Dash Kitchen,restaurant,,Torino,,,,
torino,Sciabà,restaurant,pizza;italian,Torino,,,,
torino,Trattoria da Maury e Livia,restaurant,,Cumiana,,,,
torino,Lo Zodiaco,restaurant,pizza,"Via Provinciale 102,  Cumiana",,,,
torino,Rosa dei Venti,restaurant,pizza,"Via Provinciale , 10040 Cumiana",,,,
torino,agriturismo Ostelia,restaurant,,Torino,,,,
torino,Geranio,restaurant,italian,Torino,,,,
torino,Riko Sushi,restaurant,sushi,"Via Adua 9,  Torino",+39 011 403 2983,,,
torino,IL Leone,restaurant,pizza;italian,"Via Val della Torre 120, 10149 Torino",+39 011 733442,http://www.ristoranteilleone.com/sito/,DIREZIONE@RISTORANTEILLEONE.COM,
torino,Trattoria La Stellina,restaurant,regional;italian,"Via Carlo Emanuele I 17b, 10050 Bruzolo",+39 011 963 7205,https://www.anticatrattorialastellina.it/,info@anticatrattorialastellina.it,
torino,L'Osteria di Pavaglione,restaurant,regional;italian,"Strada per Pavaglione 140, 10050 Pavaglione",+39 0122 49158,http://www.ostoedpavajon.it/,ristorante@ostoedpavajon.it,
torino,Caffetteria Bistrot,restaurant,italian;regional,"Via Luigi Salvatore Cherubini 68d, 10154 Torino",+39 366 5232770,,giovannilacognata@gmail.com,
torino,Pizzeria La Tana,restaurant,,"Via Quassolo 6, 10010 Tavagnasco",+39 0125 659061,https://www.pizzerialatana.it/,latanadisara@gmail.com,
torino,OGR Snodo,restaurant,,"22,  Torino",,,,
torino,Pizzeria Le Braci,restaurant,pizza,"Via Torino 31, 10075 Mathi",+39 011 926 8117,,,
torino,Il Cortiletto,restaurant,,Torino,,,,
torino,Bicchierdivino Tavern,restaurant,,"Via San Quintino 15, 10121 Torino",,,,
torino,Da Cianci,restaurant,,"Largo Quattro Marzo 9b,  Torino",,https://www.ciancipiola.it/,,
torino,La Piola d’le 2 Sorele,restaurant,,"Strada del Pascolo 61, 10156 Torino",,,,
torino,La Piola di Alfredo,restaurant,regional,"Via Sant'Ottavio 44, 10124 Torino",+39 333 7664584,,,
torino,Trattoria Coco’s,restaurant,,"Via Bernardino Galliari 27c,  Torino",,,,
torino,Gusto Madre,restaurant,regional,Torino,+39 011 18894434,,torino@gustomadre.it,
torino,Ristorante Carignano,restaurant,regional,Torino,+390115170172,https://www.ristorantecarignano.it/,miglioli@ristorantecarignano.it,
torino,Casa Crimea,restaurant,regional,Torino,+39 011 6608491,https://www.casacrimea.it/,,
torino,La Giunca,restaurant,chinese,Torino,,https://ristorantecinese-lagiunca.it/,,
torino,Taverna dell'Oca,restaurant,regional;italian,"Via dei Mille 24,  Torino",+39 011 837547,https://www.tavernadelloca.com/,,
torino,La Merenda Sinoira,restaurant,regional;italian,"Via Mattie 2 A, 10050 Meana di Susa",+39 0122 39173,http://lamerendasinoirameana.simplesite.com/,,
torino,Trattoria - Caffè Nalu's,restaurant,,Torino,,,,
torino,K2 Pizza & Kebab,restaurant,kebab;pizza,"Via Giuseppe Garibaldi 9, 10023 Chieri",,,,
torino,Pizza Mania,restaurant,pizza,"Corso Torino 30b, 10023 Chieri",,,,
torino,Cascina Lautier,restaurant,italian,"Strada Baldissero 121, 10023 Chieri",+39 011 9423450,http://cascinalautier.it,,
torino,Da Dino,restaurant,,"Corso canonico Giuseppe Allamano 75, 10095 Grugliasco",,https://www.dadinoristorante.it/,info@dadinoristorante.it,
torino,L'Assommoir,restaurant,,Torino,,,,
torino,Chun Cheng,restaurant,chinese,"Via Onorato Vigliani 184,  Torino",,,,
torino,Revolucion,restaurant,mexican,Torino,+39 011 8900073,https://revolucion.company.site/,,
torino,Tenuta La Mandria,restaurant,,"1g, 10034 Chivasso",+39 011 0437924,http://www.tenutalamandria.it,,
torino,Società Operaia di San Carlo,restaurant,,Torino,,,,
torino,La ferramenta del gusto emiliano,restaurant,italian,"Via Giuseppe Giacosa 10 bis/A, 10125 Torino",,https://www.laferramentadelgustoemiliano.it/,,
torino,Te la do io la pizza...Ristò,restaurant,pizza,Torino,,,,
torino,Fratelli Pummaro,restaurant,italian;pizza,Torino,,,,
torino,Freevolo,restaurant,italian,Torino,+39 011 4362222,,,
torino,Ristorante Il Veliero,restaurant,,"Via Aosta 96, 10013 Borgofranco d'Ivrea",,https://ilvelieroborgofranco.it/,,
torino,Mamasita,restaurant,mexican;spanish;argentinian,"Corso Carlo e Nello Rosselli 1, 10128 Torino",+39 011 5538214,https://www.mamasitatorino.it/,info@mamasitatorino.it,
torino,Lo Chalet,restaurant,pizza;italian,"Strada comunale della Roncaglia 23, 10060 Roletto",,,,
torino,Matteo e Mattia,restaurant,italian;pizza;regional,Torino,,,,
torino,La Costa,restaurant,,"Corso Vittorio Emanuele II 98, 10121 Torino",,,,
torino,La Taverna del Bergè,restaurant,piedmontese,"Via Don Giovanni Bosco 10c, 10144 Torino",+39 327 4559492,,,
torino,La Vela,restaurant,pizza,"Piazza Pietro Francesco Guala 149, 10135 Torino",,,,
torino,Porto Urbano,restaurant,,Torino,,https://www.portourbanotorino.it/,,
torino,Sweet Lab,restaurant,,Torino,,,,
torino,Il Melograno,restaurant,,Torino,,,,
torino,Bastimento,restaurant,,Torino,,,,
torino,Caffè & cucina,restaurant,,Torino,,,,
torino,Serranos,restaurant,mediterranean,Torino,,,,
torino,Ichiban Sushi,restaurant,japanese;sushi,Torino,,,,
torino,Chiosto,restaurant,,Torino,,,,
torino,Magazzini'oz,restaurant,,Torino,,,,
torino,Barca's,restaurant,italian;pizza,Torino,,,,
torino,La spade Reale,restaurant,italian,Torino,,,,
torino,da convertino,restaurant,italian,Torino,,,,
torino,BoMaki,restaurant,,Torino,,,,
torino,il postaccio,restaurant,,Torino,,,,
torino,Ristorante giaponese,restaurant,japanese,Torino,,,,
torino,Fratellini's,restaurant,,Torino,,,,
torino,La Vecchia Trattoria delle Due Province,restaurant,italian,"Via Sommariva 328, 10022 Carmagnola",+39 011 971 2830,https://lavecchiatrattoriadelledueprovince.it/,,
torino,La rusnenta,restaurant,local,"Andreis 11,  Torino",,https://www.larusnenta.com/,,
torino,Pizza Pazza,restaurant,pizza;kebab,Torino,,,,
torino,Locanda del Biru,restaurant,italian;regional,"Via Giulio Romano Vercelli 15, 10020 Brusasco",,,,
torino,La Pirenta,restaurant,italian;regional,"Strada Provinciale della Val Cerrina 6,  Brozolo",+39 011 9150025,,,
torino,Rosselli 77,restaurant,italian;regional,"Via Fratelli Rosselli 77,  Cuorgnè",,,,
torino,Happy Days,restaurant,pizza;italian,Torino,,,,
torino,Hi Mi,restaurant,chinese,"Via Torquato Tasso 2i, 10122 Torino",,,,
torino,Don Giovanni Verde,restaurant,,Torino,,,,
torino,Osteria Al Tagliere,restaurant,,Torino,,,,
torino,Osteria Il Porto,restaurant,,Torino,,,,
torino,Luce&Gas,restaurant,,Torino,,,,
torino,Recina,restaurant,ligure,"Via della Misericordia 4f, 10122 Torino",,,,
torino,La Piada,restaurant,pizza,Torino,,,,
torino,Il Torchio,restaurant,,"Via generale Carlo Alberto Dalla Chiesa 7, 10051 Avigliana",,,,
torino,Mr Ang,restaurant,chinese,Torino,,,,
torino,Nuovo Jubin,restaurant,italian,Torino,,,,
torino,Tourlé,restaurant,pizza,Torino,,,,
torino,Pizza Rock,restaurant,pizza;kebab,"Via Orbassano , 10090 Bruino",,,,
torino,Mamma Ester,restaurant,pizza;italian,"Corso Carlo e Nello Rosselli 83, 10129 Torino",,,,
torino,Poormanger,restaurant,regional,"Via Palazzo di Città 26b,  Torino",,,,
torino,Uchu & Cachi,restaurant,peruvian;fusion,Torino,+39 329 112 3111,,,
torino,Trattoria Primavera,restaurant,regional;italian,"Via Perugia 19, 10152 Torino",+39 011 57 09 557,,,
torino,Primavera,restaurant,,"Via Quattro Marzo 10, 10046 Poirino",,,,
torino,Umi Sushi,restaurant,sushi;japanese;chinese,"Corso Alcide De Gasperi 52/bis, 10129 Torino",,,,
torino,Kanji Ristorante Sushi,restaurant,japanese;sushi,"Via Enzo Ferrari 1, 10026 Santena",,,,
torino,La Famosa Pizzeria,restaurant,pizza;kebab,"Via Giacomo Leopardi 30,  Collegno",+39 0114031967,,,
torino,Tacos Locos,restaurant,mexican,"Corso Casale 296, 10132 Torino",+39 011 8995926,https://tacoslocos.it/,tacoslocostorino@gmail.com,
torino,La Medusa,restaurant,italian;pizza,Torino,,,,
torino,Che Bolle in Pentola?,restaurant,regional;italian,"Via Rivara 30, 10143 Torino",+39 011 7930961,,,
torino,Mijuna Wasy,restaurant,peruvian,"Via San Donato 20a, 10144 Torino",+39 329 8959272,,,
torino,Da Frasca,restaurant,,"Via San Domenico 4c, 10122 Torino",+39 0116995596,,,
torino,La rustica,restaurant,peruvian,"Via Osasco 30, 10141 Torino",,,,
torino,Lo Spuntino Pizzeria,restaurant,pizza,"Via Sambuy 17, 10026 Santena",,http://www.lospuntino.santena.to.it/,,
torino,Ristorante Le Vecchie Credenze,restaurant,regional,"Via Alberassa 16, 10026 Santena",+39 011 945 6455,https://levecchiecredenze.com/,,
torino,Angeli del Caffé,restaurant,,Torino,,,,
torino,Sonamu,restaurant,korean,"Corso Peschiera 160, 10138 Torino",+39 331 468 5562,https://www.facebook.com/profile.php?id=100063542651923,,
torino,Yoshi Yoshi,restaurant,sushi,Torino,,,,
torino,Pizzeria dell'Angolo,restaurant,pizza,Torino,,,,
torino,La Grengia,restaurant,,Torino,,,,
torino,Mundo,restaurant,pizza,Torino,,,,
torino,Officina del Gusto,restaurant,italian;pizza,"Strada Settimo 91,  Torino",,,,
torino,Ristorante Stella Alpina,restaurant,italian;regional,"Via Giuseppe Francesco Medail 96, 10052 Bardonecchia",+39 0122 99007,,ristorantestellaalpina@virgilio.it,
torino,Caribbean Bistrot,restaurant,caribbean,"Via Madama Cristina 80, 10126 Torino",+39 01119860689,https://hello.onyonapp.com/menu/caribben-bistrot,,
torino,Klec,restaurant,czech,"Via Sant'Ottavio 37, 10124 Torino",+39 338 30 91 504,,,
torino,Etna,restaurant,pizza,Torino,,,,
torino,Rocce Nere,restaurant,,Torino,,,,
torino,Clot Bourget,restaurant,,Torino,,,,
torino,La Capannina,restaurant,,Torino,+39 0122 858046,,,
torino,Ciccio Paranza,restaurant,,Torino,,,,
torino,Chalet del Sole,restaurant,,"Via Dolmaire 4,  Sauze d'Oulx",,,,
torino,Bar Pizzeria Al Brusacheur,restaurant,italian,"Via Roma 57,  Cesana Torinese",,,,
torino,Trattoria Almondo,restaurant,,Torino,,,,
torino,Trattoria Italia,restaurant,italian,Torino,,,,
torino,Raffaleo,restaurant,,"Via Piave 5m, 10122 Torino",,,,
torino,Cot’ Cos,restaurant,steak_house;grill,"Via Nizza 129b,  Torino",,,,
torino,Pizzeria da Pecchia,restaurant,pizza,"Via Genova 63,  Torino",+39 011 6787997,https://www.dapecchia.it/,,
torino,Solera,restaurant,italian;mediterranean,"Corso Moncalieri 18,  Torino",+39 011 7606308,https://www.soleratorino.it/,solera.adf@gmail.com,
torino,Trattoria Port Dij Gai,restaurant,italian;brazilian,Torino,,,,
torino,Il Caminetto,restaurant,regional,"Via Balma 5, 10070 Usseglio",+39 347 8188856,https://ilcaminettomargone.jimdo.com,info@ilcaminettomargone.it,
torino,Albergo Ristorante Bar Grand'Usseglio,restaurant,regional,"Via Roma 21, 10070 Usseglio",+39 0123 83740,https://www.hotelgrandusseglio.com/,info@hotelgrandusseglio.com,
torino,Ristorante Del Falco,restaurant,,"Via della Chiesa 5,  Sauze d'Oulx",,,,
torino,Famelica,restaurant,,"Via Assietta 31, 10050 Sauze d'Oulx",+390122859620,,,
torino,Sapore di pizza,restaurant,pizza,"Via Valentino Carrera 111, 10146 Torino",,,,
torino,Ramen-Ya Luca,restaurant,japanese;ramen,"Via San Domenico 24, 10122 Torino",+39 011 765 3240,https://www.facebook.com/ramenyaluca/,,
torino,CuoreSapore,restaurant,regional,"Via Genova 19b, 10126 Torino",+39 011 5856073,,,
torino,Roadhouse,restaurant,steak_house,"Strada di Altessano 141, 10151 Torino",,,,
torino,Shari,restaurant,asian;chinese;sushi,"Via San Francesco d'Assisi 14g, 10122 Torino",,,,
torino,Pizzeria Tre Scalini,restaurant,pizza,"Via Guido Reni 90,  Torino",+39 0113115109,,,
torino,Coven 125,restaurant,italian;pizza,"Corso Unione Sovietica 125, 10134 Torino",+39 0113042799,,,
torino,Osteria dello Stambecco,restaurant,italian,"Viale Rimembranza 3, 10070 Viù",+39 0123 82837,,,
torino,La Nuova Cà Bassa,restaurant,pizza;regional;italian,"1, 10070 Viù",+393348320179,,,
torino,Vertical Blu,restaurant,,Torino,+39 0123 696232,https://it-it.facebook.com/Verticalblu.Viu/,,
torino,Ristorante Moderno,restaurant,italian;pizza;regional,"4, 10070 Viù",,https://www.ristorantemoderno.eu,an.cors@tiscali.it,
torino,Lou Sulè,restaurant,,"36, 10070 Viù",,,,
torino,La Comba,restaurant,regional,"75, 10070 Viù",+390123697737,https://www.facebook.com/pages/Agriturismo-La-Comba-Ristorante-Bar/756757604446214,,
torino,La Coccinellla,restaurant,pizza;regional;italian,"Via dei Fiori 13, 10040 Givoletto",+39 011 9947039,https://www.coccinellalive.info/,,
torino,Ristorante dei Cacciatori,restaurant,regional,"Via Rivasacco 2, 10040 Givoletto",+39 011 9947868,,,
torino,Ristorante Bar Traves,restaurant,regional,"5, 10070 Traves",+39 0123 40237,,,
torino,Trattoria Bar degli amici,restaurant,,"14, 10070 Traves",+39 0123 40226,http://www.cooperativatraves.it/,trattoriaamici83@gmail.com,
torino,Ristorante la Locanda,restaurant,regional,"SP32 14, 10070 Germagnano",+39 0123 320752,https://sites.google.com/site/locandapianbausano/home-bis,ristorantelalocanda@gmail.com,
torino,I faraglioni,restaurant,pizza;seafood,"Corso Quattro Novembre 65, 10070 Cafasse",+39 0123 341034,,,
torino,Ristorante Bricco,restaurant,regional,10070 Balme,+39 0123 82842,,,
torino,Trattoria Alpina,restaurant,regional,"Località Pian della Mussa , 10070 Balme",+39 0123 820010,http://www.trattorialpina.it/,info@trattorialpina.it,
torino,Agriturismo La Masinà,restaurant,regional,10070 Balme,,https://www.agrimasina.com/,,
torino,Bar Ristorante Maronero,restaurant,,"Piazza Centrale 12, 10070 Ala di Stura",+390123 565021,,,
torino,Gran Bar Ala di Stura,restaurant,,"Via Pian del Tetto 5, 10070 Ala di Stura",+39345 532 5660,https://it-it.facebook.com/pg/granbarala/about/?ref=page_internal,ga.gianlucaantonietti@gmail.com,
torino,Roadhouse,restaurant,steak_house,Torino,,,,
torino,Mai Thai,restaurant,thai,"Via Guglielmo Marconi 1, 10023 Chieri",,,,
torino,Ramen Station,restaurant,asian,"Via Giuseppe Mazzini 8m, 10123 Torino",,,,
torino,WeMà Fortunato,restaurant,pizza,"Via Giustino Fortunato 4e, 10138 Torino",+39 011 18732916,https://www.wemapizzeria.com/,,
torino,Enò,restaurant,pasta;regional;italian;seafood;mediterranean;local,"Via Bernardino Galliari 12, 10125 Torino",+39 011 6596031,https://enoristorante.it/,enotorino@gmail.com,
torino,Ramo Verde,restaurant,regional,"Viale dei Mille , 10082 Cuorgnè",+39 0124 657219,http://www.ramoverde.it/,info@ramoverde.it,
torino,Grange Elp,restaurant,,Torino,,,,
torino,Cantina Alpina,restaurant,regional;italian,"Via Chabrieres 2, 10050 Salbertrand",+39 0122 854536,https://www.cantinaalpina.it/,info@cantinaalpina.it,
torino,I quattro spicchi,restaurant,pizza,"Via Saverio Mercadante 83/bis, 10154 Torino",,,,
torino,Xiao Si Chuan,restaurant,chinese,"Via Nizza 37,  Torino",,,,
torino,La Piadineria King,restaurant,,"Piazza Martiri della Libertà 5, 10082 Cuorgnè",,,,
torino,Trattoria Primavera,restaurant,seafood;pizza,"Via Antonio Gramsci 1, 10082 Cuorgnè",+39 0124 657 165,https://trattoriaprimavera.wixsite.com/trattoriaprimavera,,
torino,Pizzeria Roma 4,restaurant,italian,Torino,+39 011 642244,,,
torino,8 sapori,restaurant,chinese,"Via Po 28, 10123 Torino",+39 011 8174533,,carpediem.28@libero.it,
torino,Sushiko,restaurant,sushi,Torino,,,,
torino,Kayi,restaurant,,Torino,,,,
torino,Caribbean Bistrot,restaurant,,Torino,,,,
torino,Bel Andi,restaurant,,"Via Belfiore 16bis, 10125 Torino",,,,
torino,New Pasta e Basta,restaurant,pasta;italian,Torino,+39 011 6963342,,,
torino,Area Nova,restaurant,pizza;italian,Torino,+39 011 6647411,https://www.pizzeriaareanova.it/,,
torino,Il Bric,restaurant,italian;regional,"Strada esterna della Vetta della Maddalena 170, 10024 Moncalieri",,https://il-bric.it/,info@barbric.it,
torino,Koya,restaurant,sushi,Torino,,,,
torino,Ristorante pizzeria Sangri-là,restaurant,,Torino,,,,
torino,La Via del Sale,restaurant,regional,"Via San Francesco da Paola 2, 10123 Torino",+39 011888389,,,
torino,Pizzeria Sciala Popolo,restaurant,,Torino,,,,
torino,Chez Patrice,restaurant,,"Via Giuseppe Mazzini 54, 10037 Torrazza Piemonte",+39 011 9189044,,,
torino,La Gerla,restaurant,,Torino,,,,
torino,Pizzeria Magna Rosa,restaurant,pizza;regional,"Via Quattro Novembre , 10010 Quincinetto",+39 0125 757 969,,,
torino,Arcadia,restaurant,japanese;italian,"Galleria Subalpina 16, 10123 Torino",,,,
torino,Alla Mole,restaurant,,"Via Giuseppe Verdi 10ter,  Torino",,,,
torino,Focacceria22 - Pizza Romana in teglia,restaurant,pizza,Torino,,,,
torino,Don Savino,restaurant,,Torino,,,,
torino,Da Camisa,restaurant,,Torino,,,,
torino,Panperfocaccia,restaurant,pizza;italian,"Via Conte Verde 7, 10122 Torino",+39 346 8520279;+39 011 4396610,http://www.panperfocacciatorino.it,info@panxfocaccia.com,
torino,Wang Jiao,restaurant,chinese,"Corso San Martino 2, 10122 Torino",+39 01119478260,,,
torino,Trattoria il Campanile,restaurant,regional;local,Torino,,,,
torino,Greek Food Lab,restaurant,,"Via Claudio Luigi Berthollet 6,  Torino",+39 011 58 33 992,http://www.greekfoodlab.com/,,
torino,Antojitos Peruanos,restaurant,peruvian,"Via Giorgio Bidone 3, 10125 Torino",,,,
torino,288 Sushi Wok,restaurant,japanese;chinese,Roletto,,,,
torino,La fermata,restaurant,pizza,Torino,,,,
torino,Osteria Giowine,restaurant,,"Corso Duca degli Abruzzi 70, 10129 Torino",,,,
torino,voglia di pizza,restaurant,pizza,"Via Provinciale 2, 10040 Cumiana",,,,
torino,Inside,restaurant,italian,Torino,+39 011 436 4397,https://www.inside-restaurant.com/,,
torino,Ristorante Il Polpo,restaurant,,Torino,,,,
torino,Ramen Bar Akira,restaurant,japanese,"Corso Vittorio Emanuele II 29h, 10125 Torino",,https://ramenbarakira.com/,,
torino,Ristorante 0086,restaurant,asian,Torino,,,,
torino,Mai Thai,restaurant,,Torino,,,,
torino,Il Pacchero,restaurant,,Torino,,,,
torino,Cannavacciuolo Bistrot,restaurant,,Torino,,,,
torino,La Vecchia Lira,restaurant,,Torino,,,,
torino,Grande Oriente,restaurant,chinese,"Via Cristoforo Colombo ,  Torino",,,,
torino,Kebab Mizo,restaurant,kebab,Torino,,,,
torino,Feroza,restaurant,afghan,"Piazzetta Andrea Viglongo 2e, 10122 Torino",,,,
torino,Tommy Tegamino,restaurant,pizza,Torino,+39 011 6813904,,,
torino,Roadhouse,restaurant,steak_house,Torino,+39 0116471909,www.roadhousegrill.it,,
torino,O' Pizza,restaurant,pizza;kebab;italian,"Corso Regina Margherita 290, 10143 Torino",+39 346 8461614,,,
torino,Rock Burger,restaurant,burger,Torino,+39 011 2078497,https://www.rockburgertorino.it/,,
torino,Quisimangia,restaurant,,Torino,,,,
torino,Papà Magiorin,restaurant,pizza;italian,"Via Chiesa , 10060 Cantalupa",+39 0121 352609,,,
torino,Parlapà,restaurant,,Torino,,,,
torino,Il Villaggio,restaurant,pizza,"Regione Priorale 34, 10059 Susa",,,,
torino,Hanabi,restaurant,japanese,"Via Camillo Benso Conte di Cavour 26,  Torino",+39 011 5538752,https://www.hanabisushi.it/,,
torino,Trattoria della Villa,restaurant,regional,Torino,,,,
torino,La Delizia Pizzeria,restaurant,pizza,"Piazza Camillo Benso Conte di Cavour 12,  Casalborgone",,https://www.facebook.com/people/Pizzeria-La-Delizia-Casalborgone/100063477785254/,,
torino,Miss 2,restaurant,pizza;kebab,"Corso Francia 94, 10093 Collegno",,,,
torino,Ritual,restaurant,brazilian,Torino,,,,
torino,Naskira,restaurant,,Torino,,https://chaletilcapricorno.it/,,
torino,Il Mandorlo,restaurant,italian;local,"Via Chivasso 24, 10080 Torino",+390119959454,http://www.ristoranteilmandorlo.it,ilmandorlo@email.it,
torino,Lady Pizza,restaurant,pizza,Torino,,,,
torino,Sumo,restaurant,japanese,Torino,,,,
torino,Circolo Amici della Montagna,restaurant,local,Torino,,,,
torino,Il sentiero dei Franchi,restaurant,,Torino,,,,
torino,Controcorrente,restaurant,italian,"Via San Paolo 20,  Torino",,,,
torino,Cucina di Damasco,restaurant,,"Via Monferrato 23f,  Torino",+393518887070,cucinadidamasco.com,,
torino,La Lucina,restaurant,pizza,Torino,+390124300355,,,
torino,Osteria La Sosta,restaurant,,"Via Strada Statale 31, 10010 Settimo Vittone",+39 0125 658858,https://osteria-lasosta.com/,,
torino,Trattoria Serena,restaurant,,"1, 10010 Settimo Vittone",+39 0125 757090,,,
torino,L'Angelo Cucina Fusion,restaurant,,"Via Guglielmo Marconi 8, 10010 Settimo Vittone",+39 0125 658371,https://www.ristorantelangelo.it/,,
torino,Trattoria Mediterraneo da Fede,restaurant,seafood,"Via Vallesa 14, 10016 Montalto Dora",+39 0125 650 417,,,
torino,La Marchesa,restaurant,pizza,"Via Asilo 40, 10010 Burolo",+39 0125 1890382,,,
torino,Trattoria Due Camini,restaurant,,"Piazza Adriano Olivetti 4, 10010 Palazzo Canavese",,,,
torino,La Chispa,restaurant,seafood,"Piazza P. Lucca 8, 10010 Piverone",,,lachispasnc@gmail.com,
torino,La Dolce Vita,restaurant,pizza,"11, 10010 Settimo Vittone",,,,
torino,Vecchio Pavone,restaurant,,Torino,,,,
torino,Primavera Volvera,restaurant,,Torino,,,,
torino,Ristorante Enoteca La Marenda Sinoira,restaurant,,"74, 10010 Settimo Vittone",+39 0125 658 470,https://www.lamarendasinoira.com/,lamarendasinoira@tiscali.it,
